timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,barcode_id,parcel_category,destination_rack_id,destination_slot_id,parcel_mass,empty_slot_count,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
0.1006,2,2,1,1.8643,9.9935,10.0000,7.3633,180,6,"Human(Clone):8.41:0.00:10.05|Parcel staging shelf:-23.03:0.42:15.01|Parcel staging shelf:-11.31:0.41:13.49|Parcel staging shelf:13.27:0.38:13.49|Human(Clone):4.22:-0.03:4.53|Human(Clone):10.53:-0.02:13.53",3.2877,-33.5170,-25.6071,0.0157,1.5505,0.0008,-0.0005,0.0351,-0.0202,1.5273,-25.3596,14.2182,10.3642,0.7536,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-4.148:0.000:-4.444|H3:-23.967:0.000:14.931|H4:4.148:0.000:4.444|H5:8.400:0.000:9.923","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.875|F2:7.875:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-4.148:0.000:-4.444","0.546:0.000:0.585","-23.967:0.000:14.931","0.342:0.000:-0.723","4.148:0.000:4.444","-0.546:0.000:-0.585","8.400:0.000:9.923","0.000:0.000:-0.800","0.000:0.000:-7.875","0.000:0.000:1.300","7.875:0.000:0.000","-1.300:0.000:0.000",99.998,"Nominal",0.000,1,"NavigateToSource:Forward"
0.2033,2,2,2,1.9095,5.1402,6.0060,6.7984,180,5,"Human(Clone):8.42:-0.01:9.87|Parcel staging shelf:-11.37:0.44:13.51|Parcel staging shelf:13.24:0.41:13.53|Human(Clone):4.14:-0.01:4.45|Human(Clone):10.47:0.01:13.52",0.9631,0.0040,-7.4632,0.0166,1.5438,-0.0114,0.0238,0.0392,1.0531,1.7379,-25.3206,14.3547,19.6803,1.3955,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-4.092:0.000:-4.384|H3:-23.932:0.000:14.856|H4:4.092:0.000:4.384|H5:8.400:0.000:9.841","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.742|F2:7.742:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-4.092:0.000:-4.384","0.546:0.000:0.585","-23.932:0.000:14.856","0.342:0.000:-0.723","4.092:0.000:4.384","-0.546:0.000:-0.585","8.400:0.000:9.841","0.000:0.000:-0.800","0.000:0.000:-7.742","0.000:0.000:1.300","7.742:0.000:0.000","-1.300:0.000:0.000",99.996,"Nominal",0.000,1,"NavigateToSource:Forward"
0.3065,2,2,3,1.9552,3.1214,6.4449,6.0723,180,5,"Human(Clone):8.42:0.02:9.79|Parcel staging shelf:13.25:0.42:13.52|Forklift(Clone):7.63:-0.02:0.03|Human(Clone):4.02:-0.03:4.35|Human(Clone):10.47:-0.03:13.51",0.0012,-0.0255,0.0695,0.0089,1.5805,-0.0201,0.0202,0.0458,0.8766,1.9818,-25.2582,14.4687,33.4546,1.4292,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-4.035:0.000:-4.323|H3:-23.897:0.000:14.782|H4:4.035:0.000:4.323|H5:8.400:0.000:9.758","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.608|F2:7.608:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-4.035:0.000:-4.323","0.546:0.000:0.585","-23.897:0.000:14.782","0.342:0.000:-0.723","4.035:0.000:4.323","-0.546:0.000:-0.585","8.400:0.000:9.758","0.000:0.000:-0.800","0.000:0.000:-7.608","0.000:0.000:1.300","7.608:0.000:0.000","-1.300:0.000:0.000",99.994,"Nominal",0.000,1,"NavigateToSource:Forward"
0.4068,2,2,4,1.8969,2.2453,2.8963,2.5102,180,5,"Human(Clone):8.41:-0.01:9.73|Parcel staging shelf:13.22:0.42:13.52|Forklift(Clone):7.56:0.03:0.03|Human(Clone):4.01:0.02:4.28|Human(Clone):10.47:-0.03:13.50",0.0289,0.0148,-0.0388,-0.0092,1.5458,-0.0231,0.0125,0.0390,0.5303,1.6569,-25.1824,14.5608,45.3095,1.0936,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-3.980:0.000:-4.265|H3:-23.862:0.000:14.709|H4:3.980:0.000:4.265|H5:8.400:0.000:9.678","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.477|F2:7.477:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-3.980:0.000:-4.265","0.546:0.000:0.585","-23.862:0.000:14.709","0.342:0.000:-0.723","3.980:0.000:4.265","-0.546:0.000:-0.585","8.400:0.000:9.678","0.000:0.000:-0.800","0.000:0.000:-7.477","0.000:0.000:1.300","7.477:0.000:0.000","-1.300:0.000:0.000",99.992,"Nominal",0.000,1,"NavigateToSource:Forward"
0.5090,2,2,5,1.6895,2.4790,2.6014,1.7914,180,5,"Human(Clone):8.41:-0.03:9.65|Parcel staging shelf:13.26:0.39:13.54|Forklift(Clone):7.39:-0.02:0.02|Human(Clone):3.95:0.03:4.19|Human(Clone):10.52:0.00:13.48",-0.0054,0.0111,0.0781,-0.0376,1.5670,0.0234,0.0279,0.0366,1.3322,1.7476,-25.0549,14.6666,53.6322,1.5399,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-3.925:0.000:-4.205|H3:-23.827:0.000:14.635|H4:3.925:0.000:4.205|H5:8.400:0.000:9.596","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.344|F2:7.344:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-3.925:0.000:-4.205","0.546:0.000:0.585","-23.827:0.000:14.635","0.342:0.000:-0.723","3.925:0.000:4.205","-0.546:0.000:-0.585","8.400:0.000:9.596","0.000:0.000:-0.800","0.000:0.000:-7.344","0.000:0.000:1.300","7.344:0.000:0.000","-1.300:0.000:0.000",99.990,"Nominal",0.000,1,"NavigateToSource:Forward"
0.6097,2,2,6,1.5362,6.6769,3.0942,1.8162,180,5,"Human(Clone):8.44:0.02:9.58|Parcel staging shelf:13.24:0.46:13.50|Forklift(Clone):7.30:0.04:0.01|Human(Clone):3.94:-0.02:4.19|Human(Clone):10.53:0.00:13.47",0.0226,-0.0107,0.0340,-0.0454,1.5647,0.0294,0.0330,0.0466,1.5841,2.2369,-24.9152,14.7473,63.4029,1.9105,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-3.870:0.000:-4.146|H3:-23.793:0.000:14.562|H4:3.870:0.000:4.146|H5:8.400:0.000:9.516","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.213|F2:7.213:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-3.870:0.000:-4.146","0.546:0.000:0.585","-23.793:0.000:14.562","0.342:0.000:-0.723","3.870:0.000:4.146","-0.546:0.000:-0.585","8.400:0.000:9.516","0.000:0.000:-0.800","0.000:0.000:-7.213","0.000:0.000:1.300","7.213:0.000:0.000","-1.300:0.000:0.000",99.988,"Nominal",0.000,1,"NavigateToSource:Forward"
0.7129,2,2,7,1.3612,5.9654,3.9949,2.2054,180,8,"Human(Clone):8.39:0.01:9.49|Parcel staging shelf:13.24:0.40:13.49|Forklift(Clone):7.14:0.00:-0.01|Human(Clone):3.82:-0.01:4.08|Charging Cabinet:23.09:0.72:-12.58|Parcel_ATD-ELC-0002_Electronics:24.93:1.06:-15.01|Parcel staging shelf:24.91:0.42:-15.00|Human(Clone):10.51:-0.01:13.51",-0.0223,0.0327,-0.0511,-0.0089,1.5771,0.0125,0.0269,0.0407,1.3086,1.9835,-24.7722,14.8034,72.4470,1.6460,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-3.813:0.000:-4.086|H3:-23.757:0.000:14.488|H4:3.813:0.000:4.086|H5:8.400:0.000:9.433","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.079|F2:7.079:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-3.813:0.000:-4.086","0.546:0.000:0.585","-23.757:0.000:14.488","0.342:0.000:-0.723","3.813:0.000:4.086","-0.546:0.000:-0.585","8.400:0.000:9.433","0.000:0.000:-0.800","0.000:0.000:-7.079","0.000:0.000:1.300","7.079:0.000:0.000","-1.300:0.000:0.000",99.986,"Nominal",0.000,1,"NavigateToSource:Forward"
0.8158,2,2,8,1.2089,9.9348,5.9136,3.0661,180,8,"Human(Clone):8.45:-0.01:9.40|Parcel staging shelf:13.26:0.38:13.48|Forklift(Clone):7.06:-0.03:0.01|Human(Clone):3.79:0.05:4.06|Charging Cabinet:23.10:0.73:-12.52|Parcel_ATD-ELC-0002_Electronics:24.96:1.02:-15.02|Parcel staging shelf:24.93:0.44:-15.00|Human(Clone):10.53:0.04:13.52",0.0562,-0.0219,0.0422,-0.0067,1.5685,-0.0435,0.0229,0.0416,0.9686,1.7583,-24.6070,14.8190,91.2313,1.3634,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-3.757:0.000:-4.026|H3:-23.722:0.000:14.413|H4:3.757:0.000:4.026|H5:8.400:0.000:9.351","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.945|F2:6.945:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-3.757:0.000:-4.026","0.546:0.000:0.585","-23.722:0.000:14.413","0.342:0.000:-0.723","3.757:0.000:4.026","-0.546:0.000:-0.585","8.400:0.000:9.351","0.000:0.000:-0.800","0.000:0.000:-6.945","0.000:0.000:1.300","6.945:0.000:0.000","-1.300:0.000:0.000",99.984,"Nominal",0.000,1,"NavigateToSource:Forward"
0.9158,2,2,9,1.0697,5.3389,9.9851,5.4639,180,5,"Human(Clone):8.43:-0.03:9.28|Parcel staging shelf:13.23:0.41:13.50|Forklift(Clone):6.82:0.03:0.01|Human(Clone):3.73:-0.03:4.00|Human(Clone):10.48:0.01:13.51",-0.0084,-0.0029,0.0253,0.0199,1.5341,-0.0102,0.0364,0.0492,1.5246,2.0604,-24.4806,14.8059,99.3097,1.7925,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-3.703:0.000:-3.967|H3:-23.688:0.000:14.341|H4:3.703:0.000:3.967|H5:8.400:0.000:9.271","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.815|F2:6.815:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-3.703:0.000:-3.967","0.546:0.000:0.585","-23.688:0.000:14.341","0.342:0.000:-0.723","3.703:0.000:3.967","-0.546:0.000:-0.585","8.400:0.000:9.271","0.000:0.000:-0.800","0.000:0.000:-6.815","0.000:0.000:1.300","6.815:0.000:0.000","-1.300:0.000:0.000",99.982,"Nominal",0.000,1,"NavigateToSource:Forward"
1.0183,2,2,10,1.0148,9.9901,9.9954,9.9965,180,5,"Human(Clone):8.38:-0.03:9.23|Parcel staging shelf:13.23:0.41:13.50|Forklift(Clone):6.73:0.01:0.00|Human(Clone):3.69:-0.01:3.96|Human(Clone):10.51:0.02:13.46",0.0146,-0.0088,-0.0106,-0.0548,1.5927,-0.0095,0.0248,0.0372,1.1108,1.6626,-24.3151,14.7716,104.3568,1.3867,False,False,"Parcel_1","24.950:1.050:-15.000","P2","D1-Electronics","ATD-ELC-0002","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,False,"H1:10.500:0.000:13.500|H2:-3.647:0.000:-3.907|H3:-23.653:0.000:14.267|H4:3.647:0.000:3.907|H5:8.400:0.000:9.189","H1:0.000:0.000:0.000|H2:0.546:0.000:0.585|H3:0.342:0.000:-0.723|H4:-0.546:0.000:-0.585|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.682|F2:6.682:0.000:0.000","F1:0.000:0.000:1.300|F2:-1.300:0.000:0.000","10.500:0.000:13.500","0.000:0.000:0.000","-3.647:0.000:-3.907","0.546:0.000:0.585","-23.653:0.000:14.267","0.342:0.000:-0.723","3.647:0.000:3.907","-0.546:0.000:-0.585","8.400:0.000:9.189","0.000:0.000:-0.800","0.000:0.000:-6.682","0.000:0.000:1.300","6.682:0.000:0.000","-1.300:0.000:0.000",99.980,"Nominal",0.000,1,"NavigateToSource:Forward"
