timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
0.1003,5,5,1,-23.9955,0.0500,-13.9686,1.0800,0.6032,12.6201,-22.0000,0.0000,0.0000,14.1106,7,"","","-8.400:0.000:-9.922|-4.200:0.000:-13.422|-22.000:0.000:-9.922|-22.000:0.000:0.000|8.400:0.000:9.922","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-13.374|21.969:0.000:11.877","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.2014,5,5,2,-23.9789,0.0500,-13.8520,2.4830,1.3538,14.4713,-22.0000,0.0000,0.0000,13.9927,7,"","","-8.400:0.000:-9.841|-4.200:0.000:-13.341|-22.000:0.000:-9.841|-22.000:0.000:0.000|8.400:0.000:9.841","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-13.242|21.937:0.000:11.750","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.3029,5,5,3,-23.9573,0.0500,-13.7012,3.7531,1.4480,11.3939,-22.0000,0.0000,0.0000,13.8404,7,"","","-8.400:0.000:-9.760|-4.200:0.000:-13.260|-22.000:0.000:-9.760|-22.000:0.000:0.000|8.400:0.000:9.760","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-13.110|21.905:0.000:11.622","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.4036,5,5,4,-23.9360,0.0500,-13.5517,4.7305,1.5964,9.7779,-22.0000,0.0000,0.0000,13.6893,7,"","","-8.400:0.000:-9.680|-4.200:0.000:-13.180|-22.000:0.000:-9.680|-22.000:0.000:0.000|8.400:0.000:9.680","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.979|21.874:0.000:11.495","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.5057,5,5,5,-23.9143,0.0500,-13.4001,5.4984,1.6463,7.8374,-22.0000,0.0000,0.0000,13.5363,7,"","","-8.400:0.000:-9.598|-4.200:0.000:-13.098|-22.000:0.000:-9.598|-22.000:0.000:0.000|8.400:0.000:9.598","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.847|21.842:0.000:11.366","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.6071,5,5,6,-23.8928,0.0500,-13.2495,6.0898,1.5396,5.4324,-22.0000,0.0000,0.0000,13.3841,7,"","","-8.400:0.000:-9.517|-4.200:0.000:-13.017|-22.000:0.000:-9.517|-22.000:0.000:0.000|8.400:0.000:9.517","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.715|21.810:0.000:11.238","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.7098,5,5,7,-23.8710,0.0500,-13.0971,6.5534,1.6942,4.6749,-22.0000,0.0000,0.0000,13.2301,7,"","","-8.400:0.000:-9.435|-4.200:0.000:-12.935|-22.000:0.000:-9.435|-22.000:0.000:0.000|8.400:0.000:9.435","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.581|21.777:0.000:11.109","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.8110,5,5,8,-23.8495,0.0500,-12.9467,6.9071,1.4539,3.0915,-22.0000,0.0000,0.0000,13.0783,7,"","","-8.400:0.000:-9.354|-4.200:0.000:-12.854|-22.000:0.000:-9.354|-22.000:0.000:0.000|8.400:0.000:9.354","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.450|21.745:0.000:10.981","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
0.9132,5,5,9,-23.8279,0.0500,-12.7949,7.1837,1.4587,2.4151,-22.0000,0.0000,0.0000,12.9249,7,"","","-8.400:0.000:-9.272|-4.200:0.000:-12.772|-22.000:0.000:-9.272|-22.000:0.000:0.000|8.400:0.000:9.272","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.317|21.713:0.000:10.852","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.0158,5,5,10,-23.8061,0.0500,-12.6426,7.3985,1.4823,1.9175,-22.0000,0.0000,0.0000,12.7711,7,"","","-8.400:0.000:-9.190|-4.200:0.000:-12.690|-22.000:0.000:-9.190|-22.000:0.000:0.000|8.400:0.000:9.190","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.184|21.681:0.000:10.723","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.1165,5,5,11,-23.7847,0.0500,-12.4932,7.5617,1.5284,1.5344,-22.0000,0.0000,0.0000,12.6201,7,"","","-8.400:0.000:-9.109|-4.200:0.000:-12.609|-22.000:0.000:-9.109|-22.000:0.000:0.000|8.400:0.000:9.109","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-12.053|21.649:0.000:10.596","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.2171,5,5,12,-23.7634,0.0500,-12.3437,7.6887,1.4390,1.1239,-22.0000,0.0000,0.0000,12.4691,7,"","","-8.400:0.000:-9.029|-4.200:0.000:-12.529|-22.000:0.000:-9.029|-22.000:0.000:0.000|8.400:0.000:9.029","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-11.922|21.617:0.000:10.469","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.3175,5,5,13,-23.7421,0.0500,-12.1946,7.7869,1.4704,0.8923,-22.0000,0.0000,0.0000,12.3185,7,"","","-8.400:0.000:-8.948|-4.200:0.000:-12.448|-22.000:0.000:-8.948|-22.000:0.000:0.000|8.400:0.000:8.948","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-11.791|21.586:0.000:10.342","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.4200,5,5,14,-23.7203,0.0500,-12.0424,7.8648,1.5230,0.7206,-22.0000,0.0000,0.0000,12.1648,7,"","","-8.400:0.000:-8.866|-4.200:0.000:-12.367|-22.000:0.000:-8.866|-22.000:0.000:0.000|8.400:0.000:8.866","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-11.658|21.553:0.000:10.213","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.5203,5,5,15,-23.6991,0.0500,-11.8935,7.9238,1.5813,0.5817,-22.0000,0.0000,0.0000,12.0143,7,"","","-8.400:0.000:-8.786|-4.200:0.000:-12.286|-22.000:0.000:-8.786|-22.000:0.000:0.000|8.400:0.000:8.786","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-11.528|21.522:0.000:10.087","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.6205,5,5,16,-23.6778,0.0500,-11.7448,7.9697,1.4883,0.4275,-22.0000,0.0000,0.0000,11.8641,7,"","","-8.400:0.000:-8.706|-4.200:0.000:-12.206|-22.000:0.000:-8.706|-22.000:0.000:0.000|8.400:0.000:8.706","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-11.397|21.490:0.000:9.960","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.7216,5,5,17,-23.6564,0.0500,-11.5945,8.0056,1.5561,0.3470,-22.0000,0.0000,0.0000,11.7124,7,"","","-8.400:0.000:-8.625|-4.200:0.000:-12.125|-22.000:0.000:-8.625|-22.000:0.000:0.000|8.400:0.000:8.625","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-11.266|21.458:0.000:9.833","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
1.8248,5,5,18,-23.6345,0.0500,-11.4413,8.0340,1.4734,0.2554,-22.0000,0.0000,0.0000,11.5575,7,"","","-8.400:0.000:-8.543|-4.200:0.000:-12.043|-22.000:0.000:-8.543|-22.000:0.000:0.000|8.400:0.000:8.543","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.000|0.000:0.000:-0.800","0.000:0.000:-11.132|21.426:0.000:9.702","0.000:0.000:1.300|-0.315:0.000:-1.261",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
