timestamp,episode_id,scenario_code,phase,detail
0.000,28,A5,EPISODE_SETUP,"Seed=1706; orders=3; Module1 conventional baseline"
2.025,28,A5,AlignAtSource,"Aligned at P2; preparing pick."
2.485,28,A5,A5_DOCKING_RETRY,"attempt=1,lateral=0.550,longitudinal=0.350,headingDeg=18.00"
2.955,28,A5,A5_DOCKING_RETRY,"attempt=2,lateral=0.165,longitudinal=0.105,headingDeg=5.40"
3.418,28,A5,A5_DOCKING_VERIFIED,"attempts=3,lateral=0.050,longitudinal=0.032,headingDeg=1.62"
3.418,28,A5,ScanBarcode,"Reading parcel barcode and checking the category rack for an empty slot."
3.718,28,A5,Pick,"Barcode ATD-BOK-A5-001 verified: Books -> Rack_4_3-S01. Pick action started."
7.174,28,A5,VerifyGrasp,"Verifying parcel grasp."
7.641,28,A5,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
11.079,28,A5,NavigateToDestination,"Load secured: transporting to D1-Electronics."
38.919,28,A5,Place,"At D1-Electronics; placing parcel."
42.315,28,A5,VerifyRelease,"Verifying parcel release."
42.793,28,A5,NavigateToSource,"Moving to P1 for task 2 of 3."
120.000,28,A5,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. TIMEOUT"
0.000,33,A5,EPISODE_SETUP,"Seed=1706; orders=3; Module1 conventional baseline"
1.983,33,A5,AlignAtSource,"Aligned at P2; preparing pick."
2.436,33,A5,A5_DOCKING_RETRY,"attempt=1,lateral=0.550,longitudinal=0.350,headingDeg=18.00"
2.902,33,A5,A5_DOCKING_RETRY,"attempt=2,lateral=0.165,longitudinal=0.105,headingDeg=5.40"
3.368,33,A5,A5_DOCKING_VERIFIED,"attempts=3,lateral=0.050,longitudinal=0.032,headingDeg=1.62"
3.368,33,A5,ScanBarcode,"Reading parcel barcode and checking the category rack for an empty slot."
3.673,33,A5,Pick,"Barcode ATD-BOK-A5-001 verified: Books -> Rack_4_3-S01. Pick action started."
7.130,33,A5,VerifyGrasp,"Verifying parcel grasp."
7.589,33,A5,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
11.008,33,A5,NavigateToDestination,"Load secured: transporting to D1-Electronics."
38.861,33,A5,Place,"At D1-Electronics; placing parcel."
42.181,33,A5,VerifyRelease,"Verifying parcel release."
42.638,33,A5,NavigateToSource,"Moving to P1 for task 2 of 3."
0.000,42,A5,EPISODE_SETUP,"Seed=1706; orders=3; Module1 conventional baseline"
18.997,42,A5,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,48,A5,EPISODE_SETUP,"Seed=1706; orders=3; Module1 conventional baseline"
18.691,48,A5,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,49,A5,EPISODE_SETUP,"Seed=1706; orders=3; Module1 conventional baseline"
18.919,49,A5,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,50,A5,EPISODE_SETUP,"Seed=1706; orders=3; Module1 conventional baseline"
18.630,50,A5,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
