timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
0.1003,5,5,1,3.6820,9.9915,5.8820,9.9944,180,3,"Parcel_1_PD2_to_R2:-21.99:0.34:-0.05|Human(Clone):-21.96:0.00:-0.01|Human(Clone):-22.00:-0.02:-10.01",1.1208,-0.0389,7.9972,-0.0081,0.1891,-0.0403,0.0294,0.0249,1.3922,1.1810,-25.0216,-13.5430,0.7155,1.2866,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.922|H2:-4.200:0.000:-13.422|H3:-22.000:0.000:-9.922|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.922","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-13.374|F2:21.969:0.000:11.877","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.922","0.000:0.000:0.800","-4.200:0.000:-13.422","0.000:0.000:0.800","-22.000:0.000:-9.922","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.922","0.000:0.000:-0.800","0.000:0.000:-13.374","0.000:0.000:1.300","21.969:0.000:11.877","-0.315:0.000:-1.261",99.998,"Nominal",0.000,1,"NavigateToSource:Forward"
0.2014,5,5,2,3.6442,9.9880,5.8661,9.9470,180,3,"Parcel_1_PD2_to_R2:-22.01:0.35:-0.04|Human(Clone):-22.03:-0.02:-0.01|Human(Clone):-22.01:-0.01:-9.90",1.2001,0.0610,7.8347,0.0251,0.2914,-0.0225,0.0397,0.0566,1.7425,2.4847,-25.0107,-13.4112,7.2567,2.1136,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.841|H2:-4.200:0.000:-13.341|H3:-22.000:0.000:-9.841|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.841","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-13.242|F2:21.937:0.000:11.750","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.841","0.000:0.000:0.800","-4.200:0.000:-13.341","0.000:0.000:0.800","-22.000:0.000:-9.841","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.841","0.000:0.000:-0.800","0.000:0.000:-13.242","0.000:0.000:1.300","21.937:0.000:11.750","-0.315:0.000:-1.261",99.996,"Nominal",0.000,1,"NavigateToSource:Forward"
0.3029,5,5,3,3.5633,10.0000,5.9483,10.0000,180,3,"Parcel_1_PD2_to_R2:-22.02:0.31:-0.01|Human(Clone):-21.99:0.02:0.00|Human(Clone):-21.99:-0.02:-9.83",-0.0117,0.0681,0.0345,0.0042,0.2125,0.0227,0.0455,0.0164,2.0727,0.7476,-24.9958,-13.2597,4.0689,1.4102,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.760|H2:-4.200:0.000:-13.260|H3:-22.000:0.000:-9.760|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.760","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-13.110|F2:21.905:0.000:11.622","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.760","0.000:0.000:0.800","-4.200:0.000:-13.260","0.000:0.000:0.800","-22.000:0.000:-9.760","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.760","0.000:0.000:-0.800","0.000:0.000:-13.110","0.000:0.000:1.300","21.905:0.000:11.622","-0.315:0.000:-1.261",99.994,"Nominal",0.000,1,"NavigateToSource:Forward"
0.4036,5,5,4,3.5111,10.0000,5.9276,9.9878,180,3,"Parcel_1_PD2_to_R2:-22.02:0.38:-0.03|Human(Clone):-21.97:-0.02:-0.02|Human(Clone):-22.00:0.04:-9.70",-0.0100,-0.0371,-0.0758,0.0236,0.1730,-0.0001,0.0398,0.0481,1.7919,2.1678,-24.9828,-13.1172,5.5588,1.9799,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.680|H2:-4.200:0.000:-13.180|H3:-22.000:0.000:-9.680|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.680","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.979|F2:21.874:0.000:11.495","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.680","0.000:0.000:0.800","-4.200:0.000:-13.180","0.000:0.000:0.800","-22.000:0.000:-9.680","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.680","0.000:0.000:-0.800","0.000:0.000:-12.979","0.000:0.000:1.300","21.874:0.000:11.495","-0.315:0.000:-1.261",99.992,"Nominal",0.000,1,"NavigateToSource:Forward"
0.5057,5,5,5,3.4285,10.0000,6.0021,9.9761,180,3,"Parcel_1_PD2_to_R2:-22.03:0.37:0.02|Human(Clone):-22.01:-0.02:0.00|Human(Clone):-21.98:0.03:-9.68",-0.0429,0.0811,0.0004,-0.0237,0.1240,-0.0112,0.0266,0.0418,1.3111,2.0591,-24.9641,-12.9701,8.9148,1.6851,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.598|H2:-4.200:0.000:-13.098|H3:-22.000:0.000:-9.598|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.598","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.847|F2:21.842:0.000:11.366","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.598","0.000:0.000:0.800","-4.200:0.000:-13.098","0.000:0.000:0.800","-22.000:0.000:-9.598","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.598","0.000:0.000:-0.800","0.000:0.000:-12.847","0.000:0.000:1.300","21.842:0.000:11.366","-0.315:0.000:-1.261",99.990,"Nominal",0.000,1,"NavigateToSource:Forward"
0.6071,5,5,6,3.3666,9.9987,6.0451,9.9849,180,3,"Parcel_1_PD2_to_R2:-21.98:0.35:0.03|Human(Clone):-22.05:-0.02:-0.01|Human(Clone):-22.03:0.00:-9.50",0.0127,0.0260,0.0609,0.0175,0.0811,-0.0157,0.0311,0.0351,1.5145,1.7087,-24.9454,-12.8353,8.1022,1.6116,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.517|H2:-4.200:0.000:-13.017|H3:-22.000:0.000:-9.517|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.517","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.715|F2:21.810:0.000:11.238","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.517","0.000:0.000:0.800","-4.200:0.000:-13.017","0.000:0.000:0.800","-22.000:0.000:-9.517","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.517","0.000:0.000:-0.800","0.000:0.000:-12.715","0.000:0.000:1.300","21.810:0.000:11.238","-0.315:0.000:-1.261",99.988,"Nominal",0.000,1,"NavigateToSource:Forward"
0.7098,5,5,7,3.2589,10.0000,6.0619,9.9927,180,3,"Parcel_1_PD2_to_R2:-21.98:0.32:0.02|Human(Clone):-21.99:-0.02:0.04|Human(Clone):-21.98:-0.02:-9.47",-0.0672,0.0403,0.0284,0.0128,0.0691,-0.0280,0.0289,0.0228,1.4429,1.1376,-24.9270,-12.6913,6.5933,1.2902,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.435|H2:-4.200:0.000:-12.935|H3:-22.000:0.000:-9.435|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.435","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.581|F2:21.777:0.000:11.109","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.435","0.000:0.000:0.800","-4.200:0.000:-12.935","0.000:0.000:0.800","-22.000:0.000:-9.435","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.435","0.000:0.000:-0.800","0.000:0.000:-12.581","0.000:0.000:1.300","21.777:0.000:11.109","-0.315:0.000:-1.261",99.986,"Nominal",0.000,1,"NavigateToSource:Forward"
0.8110,5,5,8,3.2225,9.9662,6.0866,10.0000,180,3,"Parcel_1_PD2_to_R2:-22.00:0.32:0.02|Human(Clone):-22.04:0.01:0.01|Human(Clone):-22.01:0.00:-9.33",0.0629,-0.0426,-0.0449,0.0188,0.0747,-0.0305,0.0454,0.0328,2.0217,1.4637,-24.9111,-12.5490,6.6245,1.7427,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,False,"H1:-8.400:0.000:-9.354|H2:-4.200:0.000:-12.854|H3:-22.000:0.000:-9.354|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.354","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.450|F2:21.745:0.000:10.981","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.354","0.000:0.000:0.800","-4.200:0.000:-12.854","0.000:0.000:0.800","-22.000:0.000:-9.354","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.354","0.000:0.000:-0.800","0.000:0.000:-12.450","0.000:0.000:1.300","21.745:0.000:10.981","-0.315:0.000:-1.261",99.984,"Nominal",0.000,1,"NavigateToSource:Forward"
0.9132,5,5,9,3.1363,10.0000,6.0761,9.9704,180,3,"Parcel_1_PD2_to_R2:-21.96:0.35:-0.02|Human(Clone):-22.03:-0.02:0.01|Human(Clone):-22.00:-0.01:-9.35",-0.0343,0.0237,0.0268,-0.0018,0.0384,0.0445,0.0332,0.0324,1.5151,1.4771,-24.8746,-12.3675,12.8020,1.4961,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,True,"H1:-8.400:0.000:-9.272|H2:-4.200:0.000:-12.772|H3:-22.000:0.000:-9.272|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.272","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.317|F2:21.713:0.000:10.852","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.272","0.000:0.000:0.800","-4.200:0.000:-12.772","0.000:0.000:0.800","-22.000:0.000:-9.272","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.272","0.000:0.000:-0.800","0.000:0.000:-12.317","0.000:0.000:1.300","21.713:0.000:10.852","-0.315:0.000:-1.261",99.982,"Nominal",0.000,1,"NavigateToSource:Forward"
1.0158,5,5,10,3.0401,10.0000,6.1473,9.9938,180,3,"Parcel_1_PD2_to_R2:-21.98:0.33:0.03|Human(Clone):-21.98:0.03:-0.03|Human(Clone):-22.00:0.02:-9.20",-0.0054,-0.0134,0.0504,0.0065,0.0258,0.0047,0.0348,0.0275,1.5129,1.1961,-24.8519,-12.2126,5.7818,1.3545,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,False,False,True,"H1:-8.400:0.000:-9.190|H2:-4.200:0.000:-12.690|H3:-22.000:0.000:-9.190|H4:-22.000:0.000:0.000|H5:8.400:0.000:9.190","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:0.000|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.184|F2:21.681:0.000:10.723","F1:0.000:0.000:1.300|F2:-0.315:0.000:-1.261","-8.400:0.000:-9.190","0.000:0.000:0.800","-4.200:0.000:-12.690","0.000:0.000:0.800","-22.000:0.000:-9.190","0.000:0.000:0.800","-22.000:0.000:0.000","0.000:0.000:0.000","8.400:0.000:9.190","0.000:0.000:-0.800","0.000:0.000:-12.184","0.000:0.000:1.300","21.681:0.000:10.723","-0.315:0.000:-1.261",99.980,"Nominal",0.000,1,"NavigateToSource:Forward"
