timestamp,episode_id,scenario_code,phase,detail
0.000,12,E1,EPISODE_SETUP,"Seed=1707; orders=1; Module1 conventional baseline"
0.000,30,E1,EPISODE_SETUP,"Seed=1707; orders=1; Module1 conventional baseline"
1.575,30,E1,AlignAtSource,"Aligned at P3; preparing pick."
2.038,30,E1,ScanBarcode,"Reading parcel barcode and validating station destination D1-Electronics."
2.351,30,E1,Pick,"Barcode ATD-E1-001 verified: Electronics -> D1-Electronics. Pick action started."
5.516,30,E1,VerifyGrasp,"Verifying parcel grasp."
5.992,30,E1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.114,30,E1,NavigateToDestination,"Load secured: transporting to D1-Electronics."
9.130,30,E1,DISPATCHED,"Operational order released after verified AMR pickup"
9.130,30,E1,ACTIVE,"Destination station at maximum receiving capacity: Current_Load >= Maximum_Capacity"
25.139,30,E1,RECOVERED,"Outbound pallet cleared; destination capacity available"
25.139,30,E1,Place,"At D1-Electronics; placing parcel."
26.837,30,E1,VerifyRelease,"Verifying parcel release."
27.304,30,E1,Complete,"Mission complete: all parcels have been picked, verified, placed, and released."
27.304,30,E1,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. Complete"
0.000,43,E1,EPISODE_SETUP,"Seed=1707; orders=1; Module1 conventional baseline"
1.570,43,E1,AlignAtSource,"Aligned at P3; preparing pick."
2.040,43,E1,ScanBarcode,"Reading parcel barcode and validating station destination D1-Electronics."
2.351,43,E1,Pick,"Barcode ATD-E1-001 verified: Electronics -> D1-Electronics. Pick action started."
5.488,43,E1,VerifyGrasp,"Verifying parcel grasp."
5.953,43,E1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.091,43,E1,NavigateToDestination,"Load secured: transporting to D1-Electronics."
9.116,43,E1,DISPATCHED,"Operational order released after verified AMR pickup"
9.116,43,E1,ACTIVE,"Destination station at maximum receiving capacity: Current_Load >= Maximum_Capacity"
25.119,43,E1,RECOVERED,"Outbound pallet cleared; destination capacity available"
25.119,43,E1,Place,"At D1-Electronics; placing parcel."
26.787,43,E1,VerifyRelease,"Verifying parcel release."
27.247,43,E1,Complete,"Mission complete: all parcels have been picked, verified, placed, and released."
27.247,43,E1,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. Complete"
0.000,51,E1,EPISODE_SETUP,"Seed=1707; orders=1; Module1 conventional baseline"
1.583,51,E1,AlignAtSource,"Aligned at P3; preparing pick."
2.039,51,E1,ScanBarcode,"Reading parcel barcode and validating station destination D1-Electronics."
2.362,51,E1,Pick,"Barcode ATD-E1-001 verified: Electronics -> D1-Electronics. Pick action started."
5.543,51,E1,VerifyGrasp,"Verifying parcel grasp."
6.006,51,E1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.133,51,E1,NavigateToDestination,"Load secured: transporting to D1-Electronics."
