timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type,station_availability,actor_work_states
0.1063,10,59,1,-24.0000,0.0500,-16.6000,0.0000,0.0000,0.0000,-24.0000,0.0000,-15.0000,1.6008,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Idle,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.2141,10,59,2,-24.0000,0.0500,-16.5874,0.0000,0.0000,0.0000,-24.0000,0.0000,-15.0000,1.5882,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.3174,10,59,3,-24.0000,0.0500,-16.5638,0.0000,0.0000,0.0000,-24.0000,0.0000,-15.0000,1.5646,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.4279,10,59,4,-24.0000,0.0500,-16.5268,0.0000,0.5249,0.0000,-24.0000,0.0000,-15.0000,1.5277,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.5313,10,59,5,-24.0000,0.0500,-16.4811,0.0000,0.6171,0.0000,-24.0000,0.0000,-15.0000,1.4819,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.6315,10,59,6,-24.0000,0.0500,-16.4265,0.0000,0.7078,0.0000,-24.0000,0.0000,-15.0000,1.4274,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.7332,10,59,7,-24.0000,0.0500,-16.3609,0.0000,0.8856,0.0000,-24.0000,0.0000,-15.0000,1.3618,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.8352,10,59,8,-24.0000,0.0500,-16.2886,0.0000,0.0000,0.0000,-24.0000,0.0000,-15.0000,1.2896,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Stopped,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
0.9567,10,59,9,-24.0000,0.0500,-16.2145,0.0000,0.0000,0.0000,-24.0000,0.0000,-15.0000,1.2156,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Stopped,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
1.0593,10,59,10,-24.0000,0.0500,-16.1634,0.0000,0.0000,0.0000,-24.0000,0.0000,-15.0000,1.1645,7,"","","9.333:0.050:13.500|-4.200:0.050:-13.500|-24.000:0.050:-15.000|24.000:0.050:-15.000|8.400:0.050:10.000","0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.000","-9.333:0.050:13.500|-24.000:0.050:15.000","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Stopped,60.00,40.00,3.00,MultiAgentTraffic,"P1:False|P2:False|P3:False|D1:True|D2:True|D3:True","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0"
