timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,barcode_id,parcel_category,destination_rack_id,destination_slot_id,parcel_mass,empty_slot_count,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
0.1008,10,4,1,1.8924,9.4060,7.8985,9.9716,180,4,"Human(Clone):8.42:-0.03:9.98|Forklift(Clone):-23.97:-0.02:15.00|Human(Clone):10.49:0.03:13.51|Forklift(Clone):-10.50:0.04:13.47",-7.2202,0.0254,-0.8481,0.0184,-1.5535,-0.0132,0.0268,0.0036,0.8800,0.1183,8.3994,0.0669,-2.5663,0.4991,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-13.428|H3:-23.928:0.000:-15.000|H4:23.939:0.000:-14.962|H5:8.400:0.000:9.928","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-23.888:0.000:14.971","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-13.428","0.000:0.000:0.800","-23.928:0.000:-15.000","0.800:0.000:0.000","23.939:0.000:-14.962","-0.678:0.000:0.424","8.400:0.000:9.928","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-23.888:0.000:14.971","1.258:0.000:-0.329",99.998,"Nominal",0.000,1,"NavigateToSource:Forward"
0.2010,10,4,2,1.8330,10.0000,10.0000,9.9767,180,4,"Human(Clone):8.40:0.01:9.91|Forklift(Clone):-23.83:-0.02:14.92|Human(Clone):10.55:0.01:13.50|Forklift(Clone):-10.51:-0.02:13.51",-7.4693,0.1372,-0.8073,0.0013,-1.5474,-0.0099,0.0457,0.0050,1.6983,0.1873,8.3885,0.1523,-12.5171,0.9428,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-13.348|H3:-23.848:0.000:-15.000|H4:23.871:0.000:-14.920|H5:8.400:0.000:9.848","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-23.761:0.000:14.938","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-13.348","0.000:0.000:0.800","-23.848:0.000:-15.000","0.800:0.000:0.000","23.871:0.000:-14.920","-0.678:0.000:0.424","8.400:0.000:9.848","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-23.761:0.000:14.938","1.258:0.000:-0.329",99.996,"Nominal",0.000,1,"NavigateToSource:Forward"
0.3122,10,4,3,1.7392,4.1144,5.8830,10.0000,180,3,"Human(Clone):8.44:0.02:9.79|Human(Clone):10.54:0.01:13.50|Forklift(Clone):-10.50:-0.02:13.52",0.0113,0.0634,0.0432,-0.0120,-1.6038,-0.0156,0.0541,0.0189,1.9919,0.6965,8.3402,0.3001,-22.6591,1.3442,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-13.259|H3:-23.759:0.000:-15.000|H4:23.796:0.000:-14.872|H5:8.400:0.000:9.759","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-23.622:0.000:14.901","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-13.259","0.000:0.000:0.800","-23.759:0.000:-15.000","0.800:0.000:0.000","23.796:0.000:-14.872","-0.678:0.000:0.424","8.400:0.000:9.759","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-23.622:0.000:14.901","1.258:0.000:-0.329",99.994,"Nominal",0.000,1,"NavigateToSource:Forward"
0.4244,10,4,4,1.5622,2.2133,5.9094,2.6145,180,3,"Human(Clone):8.41:-0.03:9.74|Human(Clone):10.54:-0.03:13.49|Forklift(Clone):-10.52:0.02:13.48",-0.0977,0.0043,0.0293,0.0129,-1.5947,0.0073,0.0433,0.0368,1.8058,1.5325,8.2566,0.4693,-29.1066,1.6691,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-13.170|H3:-23.670:0.000:-15.000|H4:23.720:0.000:-14.825|H5:8.400:0.000:9.670","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-23.481:0.000:14.864","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-13.170","0.000:0.000:0.800","-23.670:0.000:-15.000","0.800:0.000:0.000","23.720:0.000:-14.825","-0.678:0.000:0.424","8.400:0.000:9.670","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-23.481:0.000:14.864","1.258:0.000:-0.329",99.992,"Nominal",0.000,1,"NavigateToSource:Forward"
0.5376,10,4,5,1.4689,1.9611,2.2587,3.5577,180,2,"Human(Clone):8.39:0.04:9.63|Human(Clone):10.53:0.02:13.52",0.0980,-0.0005,-0.0101,-0.0201,-1.5592,-0.0011,0.0435,0.0140,1.6835,0.5414,8.1726,0.5817,-45.3756,1.1125,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-13.079|H3:-23.579:0.000:-15.000|H4:23.643:0.000:-14.777|H5:8.400:0.000:9.579","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-23.338:0.000:14.827","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-13.079","0.000:0.000:0.800","-23.579:0.000:-15.000","0.800:0.000:0.000","23.643:0.000:-14.777","-0.678:0.000:0.424","8.400:0.000:9.579","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-23.338:0.000:14.827","1.258:0.000:-0.329",99.990,"Nominal",0.000,1,"NavigateToSource:Forward"
0.6429,10,4,6,1.4933,5.5770,1.9140,4.7537,180,1,"Human(Clone):8.42:-0.04:9.55",-0.0292,0.0699,0.0930,0.0052,-1.5790,0.0355,0.0478,0.0301,1.9483,1.2283,8.0394,0.6760,-59.3803,1.5883,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.995|H3:-23.495:0.000:-15.000|H4:23.572:0.000:-14.732|H5:8.400:0.000:9.495","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-23.206:0.000:14.792","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.995","0.000:0.000:0.800","-23.495:0.000:-15.000","0.800:0.000:0.000","23.572:0.000:-14.732","-0.678:0.000:0.424","8.400:0.000:9.495","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-23.206:0.000:14.792","1.258:0.000:-0.329",99.987,"Nominal",0.000,1,"NavigateToSource:Forward"
0.7509,10,4,7,1.4945,4.9016,1.6881,6.9259,180,0,"",0.0402,-0.0089,0.0406,-0.0329,-1.4769,0.0030,0.0475,0.0189,1.6018,0.6372,7.9045,0.7510,-65.1012,1.1195,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.908|H3:-23.408:0.000:-15.000|H4:23.498:0.000:-14.686|H5:8.400:0.000:9.408","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-23.070:0.000:14.756","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.908","0.000:0.000:0.800","-23.408:0.000:-15.000","0.800:0.000:0.000","23.498:0.000:-14.686","-0.678:0.000:0.424","8.400:0.000:9.408","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-23.070:0.000:14.756","1.258:0.000:-0.329",99.985,"Nominal",0.000,1,"NavigateToSource:Forward"
0.8567,10,4,8,1.4599,5.1668,1.4729,10.0000,180,0,"",-0.0503,0.0613,0.0555,-0.0214,-1.1084,0.0259,0.0422,0.0238,1.6456,0.9261,7.7619,0.7922,-77.9728,1.2858,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,False,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.824|H3:-23.324:0.000:-15.000|H4:23.427:0.000:-14.642|H5:8.400:0.000:9.324","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-22.937:0.000:14.722","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.824","0.000:0.000:0.800","-23.324:0.000:-15.000","0.800:0.000:0.000","23.427:0.000:-14.642","-0.678:0.000:0.424","8.400:0.000:9.324","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-22.937:0.000:14.722","1.258:0.000:-0.329",99.983,"Nominal",0.000,1,"NavigateToSource:Forward"
0.9638,10,4,9,1.3970,8.4414,1.4247,8.9731,180,2,"Human(Clone):-4.24:-0.02:-12.76|Forklift(Clone):-10.52:-0.01:13.46",0.0568,0.0202,-0.0654,-0.0278,-0.8407,0.0140,0.0294,0.0399,1.1128,1.5122,7.6057,0.8150,-82.0094,1.3125,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.738|H3:-23.238:0.000:-15.000|H4:23.354:0.000:-14.596|H5:8.400:0.000:9.238","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-22.802:0.000:14.686","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.738","0.000:0.000:0.800","-23.238:0.000:-15.000","0.800:0.000:0.000","23.354:0.000:-14.596","-0.678:0.000:0.424","8.400:0.000:9.238","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-22.802:0.000:14.686","1.258:0.000:-0.329",99.981,"Nominal",0.000,1,"NavigateToSource:Forward"
1.0742,10,4,10,1.3478,10.0000,1.3747,1.6055,180,2,"Human(Clone):-4.15:-0.01:-12.69|Forklift(Clone):-10.48:0.00:13.46",-0.0165,0.0703,0.0272,0.0064,-0.6361,0.0234,0.0350,0.0452,1.3672,1.7665,7.4408,0.8245,-86.6581,1.5668,False,False,"Parcel_1","-24.806:1.050:-15.504","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,False,False,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.650|H3:-23.150:0.000:-15.000|H4:23.279:0.000:-14.549|H5:8.400:0.000:9.150","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.800:0.000:0.000|H4:-0.678:0.000:0.424|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:-22.663:0.000:14.650","F1:0.000:0.000:0.000|F2:1.258:0.000:-0.329","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.650","0.000:0.000:0.800","-23.150:0.000:-15.000","0.800:0.000:0.000","23.279:0.000:-14.549","-0.678:0.000:0.424","8.400:0.000:9.150","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","-22.663:0.000:14.650","1.258:0.000:-0.329",99.979,"Nominal",0.000,1,"NavigateToSource:Forward"
