timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,barcode_id,parcel_category,destination_rack_id,destination_slot_id,parcel_mass,empty_slot_count,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage,P1_available,P2_available,P3_available,D1_available,D2_available,D3_available,actor_sample_timestamps,actor_message_ages,actor_link_validity,actor_work_states,station_sample_timestamp,camera_valid,lidar_valid
0.1197,12,20,1,5.8049,6.1031,5.8078,10.0000,180,1,"Parcel_ATD-T2-001_Electronics:-24.81:1.02:15.51",-0.0497,-0.0276,0.8952,0.0004,-0.0067,0.0081,0.0137,-0.0067,0.4974,-0.2425,-24.0009,13.4345,-4.5559,0.1275,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.998,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.120|H2:0.120|H3:0.120|H4:0.120|H5:0.120|F1:0.120|F2:0.120","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.120",True,True
0.2344,12,20,2,5.8216,6.0807,5.8561,10.0000,180,1,"Parcel_ATD-T2-001_Electronics:-24.81:1.06:15.49",-0.0197,-0.0987,1.1617,0.0051,0.0031,-0.0100,-0.0019,0.0065,-0.0810,0.2731,-24.0032,13.4509,-6.8954,0.0961,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.996,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.234|H2:0.234|H3:0.234|H4:0.234|H5:0.234|F1:0.234|F2:0.234","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.234",True,True
0.3465,12,20,3,5.8312,6.0813,5.8748,10.0000,180,1,"Parcel_ATD-T2-001_Electronics:-24.81:1.06:15.53",-0.0890,0.0022,0.9824,-0.0075,-0.0216,0.0039,0.0007,0.0181,0.0326,0.7908,-24.0032,13.4705,1.3079,0.4117,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.994,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.346|H2:0.346|H3:0.346|H4:0.346|H5:0.346|F1:0.346|F2:0.346","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.346",True,True
0.4631,12,20,4,5.8371,6.0465,5.8371,10.0000,180,1,"Parcel_ATD-T2-001_Electronics:-24.84:1.06:15.52",-0.0194,-0.0787,0.9952,-0.0051,0.0074,0.0075,0.0200,0.0115,0.8736,0.5004,-23.9946,13.5406,5.6371,0.6870,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.991,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.463|H2:0.463|H3:0.463|H4:0.463|H5:0.463|F1:0.463|F2:0.463","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.463",True,True
0.5885,12,20,5,5.8160,5.9331,5.8451,10.0000,180,1,"Parcel_ATD-T2-001_Electronics:-24.82:1.06:15.50",0.0186,0.0271,0.7413,0.0379,-0.0152,0.0188,0.0202,0.0159,0.7159,0.5632,-23.9875,13.6274,3.7052,0.6396,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.989,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.588|H2:0.588|H3:0.588|H4:0.588|H5:0.588|F1:0.588|F2:0.588","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.588",True,True
0.6911,12,20,6,5.8239,5.8753,5.8751,10.0000,180,1,"Parcel_ATD-T2-001_Electronics:-24.84:1.03:15.53",0.0010,0.0513,1.2222,-0.0101,-0.0286,-0.0086,0.0109,0.0185,0.4971,0.8441,-23.9831,13.6969,4.1308,0.6706,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.987,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.691|H2:0.691|H3:0.691|H4:0.691|H5:0.691|F1:0.691|F2:0.691","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.691",True,True
0.8098,12,20,7,5.7730,5.8199,5.8317,9.9996,180,1,"Parcel_ATD-T2-001_Electronics:-24.81:1.02:15.50",-0.0200,0.0519,1.0898,-0.0113,0.0117,0.0200,0.0205,0.0226,0.9288,1.0243,-23.9814,13.7609,-0.0222,0.9766,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.984,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.810|H2:0.810|H3:0.810|H4:0.810|H5:0.810|F1:0.810|F2:0.810","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.810",True,True
0.9227,12,20,8,5.6903,5.7162,5.8728,9.9991,180,1,"Parcel_ATD-T2-001_Electronics:-24.81:1.07:15.47",0.0073,0.0123,0.9810,0.0403,-0.0029,0.0267,0.0203,0.0301,0.9223,1.3662,-23.9826,13.8562,0.3569,1.1443,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.982,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:0.923|H2:0.923|H3:0.923|H4:0.923|H5:0.923|F1:0.923|F2:0.923","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","0.923",True,True
1.0367,12,20,9,5.5816,5.6169,5.8346,10.0000,180,1,"Parcel_ATD-T2-001_Electronics:-24.79:1.08:15.54",0.0778,-0.0655,1.1090,-0.0261,-0.0180,0.0354,0.0312,0.0391,1.4067,1.7640,-23.9817,13.9639,-0.0814,1.5854,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.980,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:1.037|H2:1.037|H3:1.037|H4:1.037|H5:1.037|F1:1.037|F2:1.037","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","1.037",True,True
1.1585,12,20,10,5.4358,5.4358,5.8509,9.9803,180,1,"Parcel_ATD-T2-001_Electronics:-24.81:1.03:15.51",0.1290,0.0227,0.8834,-0.0002,-0.0132,0.0203,0.0227,0.0304,0.8756,1.1741,-23.9776,14.0896,4.3079,1.0248,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-T2-001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.977,"Nominal",0.000,1,"NavigateToSource:Forward",True,True,True,True,True,True,"H1:1.158|H2:1.158|H3:1.158|H4:1.158|H5:1.158|F1:1.158|F2:1.158","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Load / inspect at source:load=False:handoffs=0|H2:H2 cross-aisle carton transfer:Load / inspect at source:load=False:handoffs=0|H3:H3 station scan and dispatch verification:Load / inspect at source:load=False:handoffs=0|H4:H4 trolley supply transfer:Load / inspect at source:load=False:handoffs=0|H5:H5 rack inspection and replenishment:Load / inspect at source:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Load / inspect at source:load=False:handoffs=0|F2:F2 outbound pallet dispatch:Load / inspect at source:load=False:handoffs=0","1.158",True,True
