timestamp,scenario_id,episode_id,step_id,stage,progress,selected_action,safety_hold,collision_risk,outcome
0.3635,1,128,1,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
0.5037,1,128,2,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
0.6251,1,128,3,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
0.7508,1,128,4,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
0.8668,1,128,5,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
0.9935,1,128,6,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.1253,1,128,7,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.2452,1,128,8,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.3493,1,128,9,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.4675,1,128,10,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.5921,1,128,11,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.7136,1,128,12,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.8303,1,128,13,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
1.9447,1,128,14,"NavigateToSource:Forward",0.1500,"Forward",False,0.0000,"WAITING FOR MAJOR UPDATE"
2.0643,1,128,15,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
2.1910,1,128,16,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
2.3031,1,128,17,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
2.4176,1,128,18,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
2.5380,1,128,19,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
2.6431,1,128,20,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
2.7655,1,128,21,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
2.8839,1,128,22,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.0003,1,128,23,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.1149,1,128,24,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.2330,1,128,25,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.3536,1,128,26,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.4694,1,128,27,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.5914,1,128,28,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.7133,1,128,29,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.8369,1,128,30,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
3.9578,1,128,31,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.0792,1,128,32,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.1948,1,128,33,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.3175,1,128,34,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.4419,1,128,35,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.5526,1,128,36,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.6592,1,128,37,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.7700,1,128,38,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
4.9003,1,128,39,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
5.0185,1,128,40,"SAFETY-SHIELDED WAIT AT BLIND CORNER",0.5800,"Wait",True,0.0000,"WAITING FOR MAJOR UPDATE"
