timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
0.1992,4,4,1,-24.0000,0.0500,-14.0000,17.7421,0.0000,0.0000,-8.4000,0.0000,-13.5000,15.6081,7,"","","-8.400:0.000:-9.842|-4.200:0.000:-13.342|-22.000:0.000:-5.842|4.200:0.000:13.342|8.400:0.000:9.842","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-13.244|20.000:0.000:-7.744","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Idle,60.00,40.00,3.00,AisleBlockage
0.3009,4,4,2,-23.8516,0.0500,-14.0352,26.8956,1.4525,87.1555,-8.4000,0.0000,-13.5000,15.4609,7,"","","-8.400:0.000:-9.761|-4.200:0.000:-13.261|-22.000:0.000:-5.761|4.200:0.000:13.261|8.400:0.000:9.761","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-13.112|20.000:0.000:-7.612","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
0.4035,4,4,3,-23.7018,0.0500,-14.0706,36.1310,1.5452,92.7132,-8.4000,0.0000,-13.5000,15.3125,7,"","","-8.400:0.000:-9.679|-4.200:0.000:-13.179|-22.000:0.000:-5.679|4.200:0.000:13.179|8.400:0.000:9.679","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.978|20.000:0.000:-7.478","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
0.5049,4,4,4,-23.5538,0.0500,-14.1057,45.2555,1.3780,82.6762,-8.4000,0.0000,-13.5000,15.1660,7,"","","-8.400:0.000:-9.598|-4.200:0.000:-13.098|-22.000:0.000:-5.598|4.200:0.000:13.098|8.400:0.000:9.598","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.846|20.000:0.000:-7.346","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
0.6054,4,4,5,-23.4071,0.0500,-14.1404,54.2998,1.5319,91.9178,-8.4000,0.0000,-13.5000,15.0209,7,"","","-8.400:0.000:-9.517|-4.200:0.000:-13.017|-22.000:0.000:-5.517|4.200:0.000:13.017|8.400:0.000:9.517","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.716|20.000:0.000:-7.216","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
0.7056,4,4,6,-23.2609,0.0500,-14.1751,63.3161,1.5844,95.0654,-8.4000,0.0000,-13.5000,14.8763,7,"","","-8.400:0.000:-9.437|-4.200:0.000:-12.937|-22.000:0.000:-5.437|4.200:0.000:12.937|8.400:0.000:9.437","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.585|20.000:0.000:-7.085","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
0.8077,4,4,7,-23.1117,0.0500,-14.2104,72.1685,1.5285,85.6339,-8.4000,0.0000,-13.5000,14.7290,7,"","","-8.400:0.000:-9.355|-4.200:0.000:-12.855|-22.000:0.000:-5.355|4.200:0.000:12.855|8.400:0.000:9.355","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.453|20.000:0.000:-6.953","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
0.9088,4,4,8,-22.9643,0.0500,-14.2453,79.1416,1.5863,69.1090,-8.4000,0.0000,-13.5000,14.5834,7,"","","-8.400:0.000:-9.275|-4.200:0.000:-12.775|-22.000:0.000:-5.275|4.200:0.000:12.775|8.400:0.000:9.275","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.321|20.000:0.000:-6.821","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
1.0109,4,4,9,-22.8151,0.0500,-14.2806,84.6089,1.1655,37.7281,-8.4000,0.0000,-13.5000,14.4364,7,"","","-8.400:0.000:-9.193|-4.200:0.000:-12.693|-22.000:0.000:-5.193|4.200:0.000:12.693|8.400:0.000:9.193","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.188|20.000:0.000:-6.688","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
1.1119,4,4,10,-22.6678,0.0500,-14.3155,88.7930,1.5518,38.8981,-8.4000,0.0000,-13.5000,14.2912,7,"","","-8.400:0.000:-9.112|-4.200:0.000:-12.612|-22.000:0.000:-5.112|4.200:0.000:12.612|8.400:0.000:9.112","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.057|20.000:0.000:-6.557","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,AisleBlockage
