timestamp,scenario_id,episode_id,physical_baseline_outcome,physical_collisions,shadow_outcome,shadow_stage,shadow_progress,context_samples,trusted_states,policy_decisions
61.2014,4,129,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,341,341,341
112.5040,4,129,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,341,341,341
147.8043,4,132,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,362,362,362
54.1304,4,133,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,359,359,359
97.1642,4,133,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,359,359,359
56.9797,4,135,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,367,367,367
117.4468,4,135,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,367,367,367
60.7833,4,136,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,366,366,366
98.3839,4,136,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,366,366,366
78.8175,4,138,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,364,364,364
243.5169,4,138,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,364,364,364
49.2396,4,140,"WRONG_PLACEMENT",0,"WAITING FOR MAJOR UPDATE","REPLAN TO RELOCATED RACK_4_3",0.5800,353,353,353
85.6552,4,140,"WRONG_PLACEMENT",0,"TASK COMPLETED — RELOCATED RACK UPDATED — CORRECT PLACEMENT VERIFIED","CORRECT RACK PLACEMENT VERIFIED",1.0000,353,353,353
