timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,barcode_id,parcel_category,destination_rack_id,destination_slot_id,parcel_mass,empty_slot_count,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
0.2127,4,7,1,1.8066,4.4607,5.9099,6.1503,180,4,"Parcel staging shelf:-11.38:0.42:13.50|Human(Clone):8.38:0.01:9.99|Parcel staging shelf:13.24:0.46:13.52|Human(Clone):4.21:0.02:13.46",-0.0213,1.0296,-0.0853,0.0003,-1.4785,-0.0028,29.2196,29.0798,132.5425,131.9080,-34.9868,12.3855,-20.0357,132.2253,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-13.333|H3:-23.928:0.000:14.849|H4:4.200:0.000:13.333|H5:8.400:0.000:9.833","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-8.272|F2:-17.728:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-13.333","0.000:0.000:0.800","-23.928:0.000:14.849","0.342:0.000:-0.723","4.200:0.000:13.333","0.000:0.000:-0.800","8.400:0.000:9.833","0.000:0.000:-0.800","-24.000:0.000:-8.272","0.000:0.000:-1.300","-17.728:0.000:-15.000","1.300:0.000:0.000",100.000,"Nominal",0.000,1,"NavigateToSource:Forward"
0.3149,4,7,2,1.6785,2.5581,6.0427,2.5313,180,2,"Parcel staging shelf:-11.35:0.41:13.49|Human(Clone):4.25:0.00:13.28",-0.0104,-0.0594,0.0060,0.0174,-1.5944,0.0261,0.0297,0.0298,1.2889,1.2920,-35.0438,12.5092,-24.5992,1.2905,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-13.251|H3:-23.893:0.000:14.775|H4:4.200:0.000:13.251|H5:8.400:0.000:9.751","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-8.405|F2:-17.595:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-13.251","0.000:0.000:0.800","-23.893:0.000:14.775","0.342:0.000:-0.723","4.200:0.000:13.251","0.000:0.000:-0.800","8.400:0.000:9.751","0.000:0.000:-0.800","-24.000:0.000:-8.405","0.000:0.000:-1.300","-17.595:0.000:-15.000","1.300:0.000:0.000",99.994,"Nominal",0.000,1,"NavigateToSource:Forward"
0.4156,4,7,3,1.6085,1.7115,6.4771,2.5211,180,2,"Parcel staging shelf:-11.35:0.44:13.46|Human(Clone):4.22:0.04:13.20",0.0618,0.0248,0.0302,-0.0143,-1.5906,-0.0066,0.0408,0.0377,1.7444,1.6127,-35.1060,12.6202,-31.1491,1.6786,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-13.170|H3:-23.859:0.000:14.702|H4:4.200:0.000:13.170|H5:8.400:0.000:9.670","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-8.536|F2:-17.464:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-13.170","0.000:0.000:0.800","-23.859:0.000:14.702","0.342:0.000:-0.723","4.200:0.000:13.170","0.000:0.000:-0.800","8.400:0.000:9.670","0.000:0.000:-0.800","-24.000:0.000:-8.536","0.000:0.000:-1.300","-17.464:0.000:-15.000","1.300:0.000:0.000",99.992,"Nominal",0.000,1,"NavigateToSource:Forward"
0.5193,4,7,4,1.5099,1.8628,2.3561,3.2399,180,2,"Parcel staging shelf:-11.39:0.43:13.51|Human(Clone):4.21:-0.04:13.14",-0.0882,-0.0556,-0.0467,-0.0018,-1.5436,-0.0372,0.0527,0.0495,2.2509,2.1135,-35.2231,12.7720,-40.3376,2.1822,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-13.087|H3:-23.823:0.000:14.627|H4:4.200:0.000:13.087|H5:8.400:0.000:9.587","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-8.671|F2:-17.329:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-13.087","0.000:0.000:0.800","-23.823:0.000:14.627","0.342:0.000:-0.723","4.200:0.000:13.087","0.000:0.000:-0.800","8.400:0.000:9.587","0.000:0.000:-0.800","-24.000:0.000:-8.671","0.000:0.000:-1.300","-17.329:0.000:-15.000","1.300:0.000:0.000",99.990,"Nominal",0.000,1,"NavigateToSource:Forward"
0.6213,4,7,5,1.5137,5.8554,2.0228,4.2805,180,2,"Forklift(Clone):-24.03:0.00:-8.71|Parcel staging shelf:-11.33:0.40:13.48",-0.0197,-0.0137,0.0156,0.0407,-1.5837,-0.0123,0.0413,0.0215,1.7348,0.9014,-35.3605,12.8937,-54.6966,1.3181,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-13.006|H3:-23.788:0.000:14.553|H4:4.200:0.000:13.006|H5:8.400:0.000:9.506","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-8.803|F2:-17.197:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-13.006","0.000:0.000:0.800","-23.788:0.000:14.553","0.342:0.000:-0.723","4.200:0.000:13.006","0.000:0.000:-0.800","8.400:0.000:9.506","0.000:0.000:-0.800","-24.000:0.000:-8.803","0.000:0.000:-1.300","-17.197:0.000:-15.000","1.300:0.000:0.000",99.988,"Nominal",0.000,1,"NavigateToSource:Forward"
0.7228,4,7,6,1.4935,5.1680,1.7589,5.9913,180,4,"Parcel staging shelf:-23.02:0.42:-15.01|Forklift(Clone):-24.00:-0.01:-8.85|Parcel staging shelf:-11.34:0.43:13.54|Parcel_ATD-APL-0001_Apparel:-23.03:1.00:-15.01",-0.0347,-0.1380,-0.0437,-0.0252,-1.3721,-0.0084,0.0455,0.0169,1.9325,0.7159,-35.4832,12.9585,-68.4010,1.3242,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-12.925|H3:-23.754:0.000:14.480|H4:4.200:0.000:12.925|H5:8.400:0.000:9.424","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-8.935|F2:-17.065:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-12.925","0.000:0.000:0.800","-23.754:0.000:14.480","0.342:0.000:-0.723","4.200:0.000:12.925","0.000:0.000:-0.800","8.400:0.000:9.424","0.000:0.000:-0.800","-24.000:0.000:-8.935","0.000:0.000:-1.300","-17.065:0.000:-15.000","1.300:0.000:0.000",99.986,"Nominal",0.000,1,"NavigateToSource:Forward"
0.8255,4,7,7,1.4668,4.7355,1.6565,9.9995,180,4,"Parcel staging shelf:-23.07:0.45:-15.01|Forklift(Clone):-24.03:0.02:-9.01|Parcel staging shelf:-11.38:0.39:13.48|Parcel_ATD-APL-0001_Apparel:-23.05:1.08:-15.01",-0.0204,-0.0414,0.0063,-0.0074,-1.0475,-0.0502,0.0320,0.0278,1.3877,1.2054,-35.6538,13.0254,-71.1770,1.2966,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-12.842|H3:-23.718:0.000:14.406|H4:4.200:0.000:12.842|H5:8.400:0.000:9.342","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-9.069|F2:-16.931:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-12.842","0.000:0.000:0.800","-23.718:0.000:14.406","0.342:0.000:-0.723","4.200:0.000:12.842","0.000:0.000:-0.800","8.400:0.000:9.342","0.000:0.000:-0.800","-24.000:0.000:-9.069","0.000:0.000:-1.300","-16.931:0.000:-15.000","1.300:0.000:0.000",99.984,"Nominal",0.000,1,"NavigateToSource:Forward"
0.9288,4,7,8,1.4919,8.8055,1.5427,10.0000,180,5,"Parcel staging shelf:-23.04:0.39:-14.98|Forklift(Clone):-23.97:0.01:-9.17|Parcel staging shelf:-11.39:0.44:13.48|Forklift(Clone):-16.83:0.03:-15.03|Parcel_ATD-APL-0001_Apparel:-23.07:1.09:-15.01",-0.0136,-0.0697,-0.0352,-0.0128,-0.8293,-0.0084,0.0305,0.0365,1.3201,1.5809,-35.7895,13.0617,-75.5983,1.4505,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-12.760|H3:-23.683:0.000:14.331|H4:4.200:0.000:12.760|H5:8.400:0.000:9.260","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-9.203|F2:-16.797:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-12.760","0.000:0.000:0.800","-23.683:0.000:14.331","0.342:0.000:-0.723","4.200:0.000:12.760","0.000:0.000:-0.800","8.400:0.000:9.260","0.000:0.000:-0.800","-24.000:0.000:-9.203","0.000:0.000:-1.300","-16.797:0.000:-15.000","1.300:0.000:0.000",99.981,"Nominal",0.000,1,"NavigateToSource:Forward"
1.0294,4,7,9,1.4542,8.4628,1.4860,10.0000,180,5,"Parcel staging shelf:-23.04:0.44:-15.00|Forklift(Clone):-24.01:0.00:-9.21|Parcel staging shelf:-11.33:0.38:13.52|Forklift(Clone):-16.76:0.03:-15.02|Parcel_ATD-APL-0001_Apparel:-23.08:1.06:-15.00",-0.0087,-0.0088,0.0278,-0.0178,-0.6069,0.0001,0.0435,0.0359,2.1471,1.7682,-35.9400,13.0927,-80.5869,1.9577,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-12.679|H3:-23.649:0.000:14.258|H4:4.200:0.000:12.679|H5:8.400:0.000:9.179","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-9.334|F2:-16.666:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-12.679","0.000:0.000:0.800","-23.649:0.000:14.258","0.342:0.000:-0.723","4.200:0.000:12.679","0.000:0.000:-0.800","8.400:0.000:9.179","0.000:0.000:-0.800","-24.000:0.000:-9.334","0.000:0.000:-1.300","-16.666:0.000:-15.000","1.300:0.000:0.000",99.979,"Nominal",0.000,1,"NavigateToSource:Forward"
1.1332,4,7,10,1.4127,10.0000,1.4369,1.5494,180,6,"Parcel staging shelf:-23.06:0.39:-14.96|Human(Clone):-10.48:0.03:-13.53|Parcel staging shelf:-11.34:0.42:13.49|Forklift(Clone):-16.57:-0.02:-14.96|Parcel staging shelf:-11.38:0.39:-13.52|Parcel_ATD-APL-0001_Apparel:-23.00:1.06:-14.99",-0.0330,0.0773,-0.0432,0.0147,-0.4581,0.0277,0.0334,0.0494,1.5631,2.3105,-36.0670,13.1015,-86.3074,1.9368,False,False,"Parcel_1","-23.050:1.050:-15.000","P1","D2-Apparel","ATD-APL-0001","Apparel","Rack_5_3","Rack_5_3-S01",3.000,3,False,False,True,True,True,False,"H1:-10.500:0.000:-13.500|H2:-4.200:0.000:-12.596|H3:-23.613:0.000:14.183|H4:4.200:0.000:12.596|H5:8.400:0.000:9.096","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.342:0.000:-0.723|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-24.000:0.000:-9.469|F2:-16.531:0.000:-15.000","F1:0.000:0.000:-1.300|F2:1.300:0.000:0.000","-10.500:0.000:-13.500","0.000:0.000:0.000","-4.200:0.000:-12.596","0.000:0.000:0.800","-23.613:0.000:14.183","0.342:0.000:-0.723","4.200:0.000:12.596","0.000:0.000:-0.800","8.400:0.000:9.096","0.000:0.000:-0.800","-24.000:0.000:-9.469","0.000:0.000:-1.300","-16.531:0.000:-15.000","1.300:0.000:0.000",99.977,"Nominal",0.000,1,"NavigateToSource:Forward"
