timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
0.1078,3,3,1,5.8722,9.9923,5.9609,10.0000,180,1,"Human(Clone):-22.02:0.02:-6.00",-0.0521,4.3003,0.0100,-0.0272,1.3445,0.0130,1.3879,1.4532,12.8574,13.4626,-24.7691,-13.5984,9.3565,13.1600,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-13.417|H3:-22.000:0.000:-5.917|H4:4.200:0.000:13.417|H5:8.400:0.000:9.917","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-9.865","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-13.417","0.000:0.000:0.800","-22.000:0.000:-5.917","0.000:0.000:0.800","4.200:0.000:13.417","0.000:0.000:-0.800","8.400:0.000:9.917","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-9.865","0.000:0.000:1.300",99.998,"Nominal",0.000,1,"NavigateToSource:Forward"
0.2134,3,3,2,6.0526,10.0000,6.4079,9.9776,180,2,"Human(Clone):-22.00:-0.03:-5.89|Forklift(Clone):-8.37:-0.03:-9.98",4.8449,-0.0286,-1.1910,-0.0072,1.5838,-0.0166,0.0254,0.0502,1.0811,2.1377,-24.7225,-13.4613,23.2491,1.6094,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-13.333|H3:-22.000:0.000:-5.833|H4:4.200:0.000:13.333|H5:8.400:0.000:9.833","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-9.728","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-13.333","0.000:0.000:0.800","-22.000:0.000:-5.833","0.000:0.000:0.800","4.200:0.000:13.333","0.000:0.000:-0.800","8.400:0.000:9.833","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-9.728","0.000:0.000:1.300",99.996,"Nominal",0.000,1,"NavigateToSource:Forward"
0.3155,3,3,3,6.2608,9.9898,7.0888,10.0000,180,4,"Human(Clone):-22.03:-0.02:-5.77|Human(Clone):-8.41:-0.02:-10.00|Forklift(Clone):-4.16:-0.02:-9.59|Forklift(Clone):-8.40:-0.02:-10.02",-0.0170,-0.0261,0.0208,-0.0237,1.5776,0.0084,0.0240,0.0412,1.0360,1.7814,-24.6766,-13.3535,26.3285,1.4087,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-13.251|H3:-22.000:0.000:-5.751|H4:4.200:0.000:13.251|H5:8.400:0.000:9.751","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-9.595","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-13.251","0.000:0.000:0.800","-22.000:0.000:-5.751","0.000:0.000:0.800","4.200:0.000:13.251","0.000:0.000:-0.800","8.400:0.000:9.751","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-9.595","0.000:0.000:1.300",99.994,"Nominal",0.000,1,"NavigateToSource:Forward"
0.4181,3,3,4,6.0599,9.9845,8.0955,9.9985,180,6,"Human(Clone):-22.01:-0.04:-5.71|Human(Clone):-8.37:0.02:-10.01|Forklift(Clone):-4.20:0.04:-9.55|Forklift(Clone):-8.39:-0.03:-10.01|Human(Clone):-4.24:0.00:-13.23|Parcel_1_R3_to_PD3:6.64:1.16:-13.48",0.0085,-0.0999,-0.0170,-0.0422,1.5396,0.0077,0.0431,0.0446,1.8578,1.9193,-24.5737,-13.1844,35.1892,1.8885,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-13.169|H3:-22.000:0.000:-5.669|H4:4.200:0.000:13.169|H5:8.400:0.000:9.669","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-9.462","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-13.169","0.000:0.000:0.800","-22.000:0.000:-5.669","0.000:0.000:0.800","4.200:0.000:13.169","0.000:0.000:-0.800","8.400:0.000:9.669","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-9.462","0.000:0.000:1.300",99.992,"Nominal",0.000,1,"NavigateToSource:Forward"
0.5201,3,3,5,5.9518,10.0000,9.5738,8.3682,180,5,"Human(Clone):-21.96:-0.01:-5.58|Human(Clone):-8.43:0.03:-9.99|Forklift(Clone):-4.15:0.01:-9.34|Forklift(Clone):-8.38:0.02:-9.97|Human(Clone):-4.21:-0.03:-13.10",0.0152,0.0766,0.0395,-0.0072,1.5477,0.0103,0.0314,0.0330,1.4684,1.5445,-24.4664,-13.0419,37.0162,1.5065,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-13.087|H3:-22.000:0.000:-5.587|H4:4.200:0.000:13.087|H5:8.400:0.000:9.587","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-9.329","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-13.087","0.000:0.000:0.800","-22.000:0.000:-5.587","0.000:0.000:0.800","4.200:0.000:13.087","0.000:0.000:-0.800","8.400:0.000:9.587","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-9.329","0.000:0.000:1.300",99.990,"Nominal",0.000,1,"NavigateToSource:Forward"
0.6215,3,3,6,5.8471,9.9572,10.0000,7.2173,180,5,"Human(Clone):-22.01:0.02:-5.54|Human(Clone):-8.44:0.02:-10.00|Forklift(Clone):-4.20:-0.02:-9.25|Forklift(Clone):-8.38:-0.03:-9.99|Human(Clone):-4.22:-0.02:-13.07",-0.0350,0.0235,0.0410,0.0151,1.5670,-0.0155,0.0294,0.0492,1.2569,2.1080,-24.3588,-12.9140,42.8353,1.6824,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-13.006|H3:-22.000:0.000:-5.506|H4:4.200:0.000:13.006|H5:8.400:0.000:9.506","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-9.198","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-13.006","0.000:0.000:0.800","-22.000:0.000:-5.506","0.000:0.000:0.800","4.200:0.000:13.006","0.000:0.000:-0.800","8.400:0.000:9.506","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-9.198","0.000:0.000:1.300",99.988,"Nominal",0.000,1,"NavigateToSource:Forward"
0.7246,3,3,7,5.8020,10.0000,9.9995,6.4433,180,5,"Human(Clone):-22.02:0.01:-5.43|Human(Clone):-8.37:-0.02:-10.02|Forklift(Clone):-4.20:-0.02:-9.04|Forklift(Clone):-8.36:0.01:-10.00|Human(Clone):-4.19:0.00:-12.98",0.0007,-0.0475,0.0463,-0.0069,1.5525,-0.0151,0.0390,0.0361,1.7085,1.5800,-24.2401,-12.8144,54.1936,1.6443,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-12.924|H3:-22.000:0.000:-5.424|H4:4.200:0.000:12.924|H5:8.400:0.000:9.424","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-9.064","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-12.924","0.000:0.000:0.800","-22.000:0.000:-5.424","0.000:0.000:0.800","4.200:0.000:12.924","0.000:0.000:-0.800","8.400:0.000:9.424","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-9.064","0.000:0.000:1.300",99.986,"Nominal",0.000,1,"NavigateToSource:Forward"
0.8253,3,3,8,5.7067,9.9917,10.0000,5.9990,180,4,"Human(Clone):-8.41:-0.01:-9.96|Forklift(Clone):-4.22:0.02:-8.98|Forklift(Clone):-8.42:-0.03:-10.00|Human(Clone):-4.20:0.02:-12.89",0.0122,-0.0874,0.0480,-0.0055,1.3507,-0.0035,0.0265,0.0446,1.2829,2.1562,-24.1053,-12.7296,60.4495,1.7195,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-12.843|H3:-22.000:0.000:-5.343|H4:4.200:0.000:12.843|H5:8.400:0.000:9.343","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-8.933","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-12.843","0.000:0.000:0.800","-22.000:0.000:-5.343","0.000:0.000:0.800","4.200:0.000:12.843","0.000:0.000:-0.800","8.400:0.000:9.343","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-8.933","0.000:0.000:1.300",99.984,"Nominal",0.000,1,"NavigateToSource:Forward"
0.9289,3,3,9,5.6306,10.0000,10.0000,5.7459,180,4,"Human(Clone):-8.39:0.01:-9.96|Forklift(Clone):-4.16:0.02:-8.79|Forklift(Clone):-8.40:0.02:-9.99|Human(Clone):-4.22:0.04:-12.74",0.0712,0.0149,0.0678,-0.0132,1.0987,0.0251,0.0256,0.0395,1.1013,1.6999,-24.0118,-12.6744,60.0770,1.4006,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-12.760|H3:-22.000:0.000:-5.260|H4:4.200:0.000:12.760|H5:8.400:0.000:9.260","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-8.798","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-12.760","0.000:0.000:0.800","-22.000:0.000:-5.260","0.000:0.000:0.800","4.200:0.000:12.760","0.000:0.000:-0.800","8.400:0.000:9.260","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-8.798","0.000:0.000:1.300",99.981,"Nominal",0.000,1,"NavigateToSource:Forward"
1.0316,3,3,10,5.5290,10.0000,9.9924,5.6123,180,4,"Human(Clone):-8.38:0.02:-9.97|Forklift(Clone):-4.18:-0.02:-8.73|Forklift(Clone):-8.44:0.00:-10.00|Human(Clone):-4.19:-0.04:-12.71",-0.0021,0.1006,0.0326,0.0008,0.8166,-0.0442,0.0346,0.0312,1.4842,1.3395,-23.8385,-12.5959,70.0104,1.4118,False,False,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-10.000|H2:-4.200:0.000:-12.678|H3:-22.000:0.000:-5.178|H4:4.200:0.000:12.678|H5:8.400:0.000:9.178","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-8.400:0.000:-10.000|F2:-4.200:0.000:-8.664","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-12.678","0.000:0.000:0.800","-22.000:0.000:-5.178","0.000:0.000:0.800","4.200:0.000:12.678","0.000:0.000:-0.800","8.400:0.000:9.178","0.000:0.000:-0.800","-8.400:0.000:-10.000","0.000:0.000:0.000","-4.200:0.000:-8.664","0.000:0.000:1.300",99.979,"Nominal",0.000,1,"NavigateToSource:Forward"
