timestamp,episode_id,scenario_code,phase,detail
0.000,26,A3,EPISODE_SETUP,"Seed=1704; orders=3; Module1 conventional baseline"
1.985,26,A3,AlignAtSource,"Aligned at P1; preparing pick."
2.447,26,A3,ScanBarcode,"Reading parcel barcode and validating station destination D3-Healthcare."
2.755,26,A3,Pick,"Barcode ATD-HLT-A3-001 verified: Healthcare -> D3-Healthcare. Pick action started."
5.740,26,A3,VerifyGrasp,"Verifying parcel grasp."
6.201,26,A3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.181,26,A3,NavigateToDestination,"Load secured: transporting to D3-Healthcare."
18.940,26,A3,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
0.000,46,A3,EPISODE_SETUP,"Seed=1704; orders=3; Module1 conventional baseline"
1.975,46,A3,AlignAtSource,"Aligned at P1; preparing pick."
2.451,46,A3,ScanBarcode,"Reading parcel barcode and validating station destination D3-Healthcare."
2.773,46,A3,Pick,"Barcode ATD-HLT-A3-001 verified: Healthcare -> D3-Healthcare. Pick action started."
5.805,46,A3,VerifyGrasp,"Verifying parcel grasp."
6.265,46,A3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.309,46,A3,NavigateToDestination,"Load secured: transporting to D3-Healthcare."
18.875,46,A3,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
0.000,71,A3,EPISODE_SETUP,"Seed=1704; orders=3; Module1 conventional baseline"
1.980,71,A3,AlignAtSource,"Aligned at P1; preparing pick."
2.447,71,A3,ScanBarcode,"Reading parcel barcode and validating station destination D3-Healthcare."
2.759,71,A3,Pick,"Barcode EP0071-P01|DEST:D3-Healthcare|TASK:A3-T01 verified: Healthcare -> D3-Healthcare. Pick action started."
4.264,71,A3,VerifyGrasp,"Verifying parcel grasp."
4.739,71,A3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.890,71,A3,NavigateToDestination,"Load secured: transporting to D3-Healthcare."
17.499,71,A3,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_FORKLIFT"
