timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
0.1078,3,3,1,-23.9935,0.0500,-14.0016,9.3233,0.0000,0.0000,8.4000,0.0000,-13.5000,32.3974,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-13.417|-22.000:0.000:-5.917|4.200:0.000:13.417|8.400:0.000:9.917","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-9.865","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.2134,3,3,2,-23.8686,0.0500,-14.0311,18.8242,1.3046,78.4439,8.4000,0.0000,-13.5000,32.2730,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-13.333|-22.000:0.000:-5.833|4.200:0.000:13.333|8.400:0.000:9.833","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-9.728","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.3155,3,3,3,-23.7196,0.0500,-14.0664,28.0095,1.2186,73.1159,8.4000,0.0000,-13.5000,32.1246,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-13.251|-22.000:0.000:-5.751|4.200:0.000:13.251|8.400:0.000:9.751","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-9.595","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.4181,3,3,4,-23.5698,0.0500,-14.1019,37.2461,1.4490,86.9425,8.4000,0.0000,-13.5000,31.9755,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-13.169|-22.000:0.000:-5.669|4.200:0.000:13.169|8.400:0.000:9.669","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-9.462","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.5201,3,3,5,-23.4209,0.0500,-14.1372,46.4288,1.5722,94.3362,8.4000,0.0000,-13.5000,31.8273,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-13.087|-22.000:0.000:-5.587|4.200:0.000:13.087|8.400:0.000:9.587","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-9.329","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.6215,3,3,6,-23.2730,0.0500,-14.1722,55.5492,1.4697,88.1783,8.4000,0.0000,-13.5000,31.6801,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-13.006|-22.000:0.000:-5.506|4.200:0.000:13.006|8.400:0.000:9.506","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-9.198","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.7246,3,3,7,-23.1224,0.0500,-14.2079,64.8313,1.7181,103.0795,8.4000,0.0000,-13.5000,31.5304,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-12.924|-22.000:0.000:-5.424|4.200:0.000:12.924|8.400:0.000:9.424","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-9.064","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.8253,3,3,8,-22.9754,0.0500,-14.2427,73.3593,1.5141,81.3156,8.4000,0.0000,-13.5000,31.3842,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-12.843|-22.000:0.000:-5.343|4.200:0.000:12.843|8.400:0.000:9.343","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-8.933","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
0.9289,3,3,9,-22.8243,0.0500,-14.2785,80.2245,1.4524,60.6308,8.4000,0.0000,-13.5000,31.2340,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-12.760|-22.000:0.000:-5.260|4.200:0.000:12.760|8.400:0.000:9.260","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-8.798","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
1.0316,3,3,10,-22.6744,0.0500,-14.3140,85.4786,1.4592,45.1229,8.4000,0.0000,-13.5000,31.0851,7,"","","-8.400:0.000:-10.000|-4.200:0.000:-12.678|-22.000:0.000:-5.178|4.200:0.000:12.678|8.400:0.000:9.178","0.000:0.000:0.000|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","-8.400:0.000:-10.000|-4.200:0.000:-8.664","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,ForkliftInteraction
