timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
0.1015,8,8,1,5.8332,10.0000,5.8694,9.9878,180,2,"Parcel_1_PD2_to_R2:-21.97:0.31:-0.01|Human(Clone):-21.98:-0.01:-5.97",1.1450,-0.0021,7.6472,0.0234,0.1820,-0.0247,-0.0358,0.0017,-1.6756,0.0772,-25.1192,-13.5413,-5.1771,-0.7992,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.921|H2:-4.200:0.000:-13.421|H3:-22.000:0.000:-5.921|H4:4.200:0.000:13.421|H5:8.400:0.000:9.921","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-13.372|F2:20.000:0.000:-7.872","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.921","0.000:0.000:0.800","-4.200:0.000:-13.421","0.000:0.000:0.800","-22.000:0.000:-5.921","0.000:0.000:0.800","4.200:0.000:13.421","0.000:0.000:-0.800","8.400:0.000:9.921","0.000:0.000:-0.800","0.000:0.000:-13.372","0.000:0.000:1.300","20.000:0.000:-7.872","0.000:0.000:1.300",99.998,"Nominal",0.000,1,"NavigateToSource:Forward"
0.2024,8,8,2,5.8694,9.9962,5.9134,9.9737,180,2,"Parcel_1_PD2_to_R2:-22.02:0.37:0.00|Human(Clone):-22.01:0.04:-5.87",1.1737,-0.0363,7.9657,0.0114,0.2645,-0.0151,0.0094,-0.0125,0.4527,-0.5997,-25.1369,-13.4342,-16.3367,-0.0735,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.841|H2:-4.200:0.000:-13.341|H3:-22.000:0.000:-5.841|H4:4.200:0.000:13.341|H5:8.400:0.000:9.841","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-13.241|F2:20.000:0.000:-7.741","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.841","0.000:0.000:0.800","-4.200:0.000:-13.341","0.000:0.000:0.800","-22.000:0.000:-5.841","0.000:0.000:0.800","4.200:0.000:13.341","0.000:0.000:-0.800","8.400:0.000:9.841","0.000:0.000:-0.800","0.000:0.000:-13.241","0.000:0.000:1.300","20.000:0.000:-7.741","0.000:0.000:1.300",99.996,"Nominal",0.000,1,"NavigateToSource:Forward"
0.3031,8,8,3,5.8967,9.9716,5.9226,9.9947,180,2,"Parcel_1_PD2_to_R2:-22.04:0.37:0.01|Human(Clone):-22.01:-0.01:-5.76",-0.0225,0.0067,0.0699,0.0038,0.1989,0.0016,0.0641,0.0416,2.9793,1.9328,-25.1515,-13.2840,-1.2387,2.4561,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.760|H2:-4.200:0.000:-13.260|H3:-22.000:0.000:-5.760|H4:4.200:0.000:13.260|H5:8.400:0.000:9.760","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-13.110|F2:20.000:0.000:-7.610","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.760","0.000:0.000:0.800","-4.200:0.000:-13.260","0.000:0.000:0.800","-22.000:0.000:-5.760","0.000:0.000:0.800","4.200:0.000:13.260","0.000:0.000:-0.800","8.400:0.000:9.760","0.000:0.000:-0.800","0.000:0.000:-13.110","0.000:0.000:1.300","20.000:0.000:-7.610","0.000:0.000:1.300",99.994,"Nominal",0.000,1,"NavigateToSource:Forward"
0.4034,8,8,4,5.9181,9.9847,6.0054,10.0000,180,2,"Parcel_1_PD2_to_R2:-22.02:0.32:0.03|Human(Clone):-21.96:-0.01:-5.71",0.0010,-0.0140,-0.0257,-0.0240,0.1767,-0.0166,0.0204,0.0227,0.9804,1.0918,-25.1893,-13.0738,-6.1577,1.0361,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.680|H2:-4.200:0.000:-13.180|H3:-22.000:0.000:-5.680|H4:4.200:0.000:13.180|H5:8.400:0.000:9.680","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.980|F2:20.000:0.000:-7.480","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.680","0.000:0.000:0.800","-4.200:0.000:-13.180","0.000:0.000:0.800","-22.000:0.000:-5.680","0.000:0.000:0.800","4.200:0.000:13.180","0.000:0.000:-0.800","8.400:0.000:9.680","0.000:0.000:-0.800","0.000:0.000:-12.980","0.000:0.000:1.300","20.000:0.000:-7.480","0.000:0.000:1.300",99.992,"Nominal",0.000,1,"NavigateToSource:Forward"
0.5053,8,8,5,5.9594,9.9872,5.9980,9.9435,180,2,"Parcel_1_PD2_to_R2:-22.01:0.38:-0.02|Human(Clone):-22.02:0.02:-5.61",-0.0754,0.0368,0.0355,0.0036,0.1101,0.0162,0.0319,0.0213,1.5836,1.0550,-25.1988,-12.9766,-9.0563,1.3193,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.598|H2:-4.200:0.000:-13.098|H3:-22.000:0.000:-5.598|H4:4.200:0.000:13.098|H5:8.400:0.000:9.598","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.847|F2:20.000:0.000:-7.347","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.598","0.000:0.000:0.800","-4.200:0.000:-13.098","0.000:0.000:0.800","-22.000:0.000:-5.598","0.000:0.000:0.800","4.200:0.000:13.098","0.000:0.000:-0.800","8.400:0.000:9.598","0.000:0.000:-0.800","0.000:0.000:-12.847","0.000:0.000:1.300","20.000:0.000:-7.347","0.000:0.000:1.300",99.990,"Nominal",0.000,1,"NavigateToSource:Forward"
0.6074,8,8,6,5.9758,10.0000,5.9924,9.9994,180,2,"Parcel_1_PD2_to_R2:-21.97:0.36:-0.01|Human(Clone):-22.01:-0.02:-5.57",-0.0315,-0.0012,0.0357,-0.0035,0.0984,-0.0207,-0.0483,0.0150,-2.1645,0.6727,-25.1945,-12.9103,32.9578,-0.7459,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.517|H2:-4.200:0.000:-13.017|H3:-22.000:0.000:-5.517|H4:4.200:0.000:13.017|H5:8.400:0.000:9.517","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.715|F2:20.000:0.000:-7.215","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.517","0.000:0.000:0.800","-4.200:0.000:-13.017","0.000:0.000:0.800","-22.000:0.000:-5.517","0.000:0.000:0.800","4.200:0.000:13.017","0.000:0.000:-0.800","8.400:0.000:9.517","0.000:0.000:-0.800","0.000:0.000:-12.715","0.000:0.000:1.300","20.000:0.000:-7.215","0.000:0.000:1.300",99.988,"Nominal",0.000,1,"NavigateToSource:Forward"
0.7096,8,8,7,5.9715,10.0000,6.0657,10.0000,180,2,"Parcel_1_PD2_to_R2:-21.98:0.33:0.02|Human(Clone):-22.01:-0.01:-5.48",-0.0948,0.0159,-0.0360,0.0238,0.0511,-0.0253,0.0280,-0.0184,1.3240,-0.8704,-25.1306,-12.7956,13.5682,0.2268,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.435|H2:-4.200:0.000:-12.935|H3:-22.000:0.000:-5.435|H4:4.200:0.000:12.935|H5:8.400:0.000:9.435","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.582|F2:20.000:0.000:-7.082","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.435","0.000:0.000:0.800","-4.200:0.000:-12.935","0.000:0.000:0.800","-22.000:0.000:-5.435","0.000:0.000:0.800","4.200:0.000:12.935","0.000:0.000:-0.800","8.400:0.000:9.435","0.000:0.000:-0.800","0.000:0.000:-12.582","0.000:0.000:1.300","20.000:0.000:-7.082","0.000:0.000:1.300",99.986,"Nominal",0.000,1,"NavigateToSource:Forward"
0.8098,8,8,8,6.0104,10.0000,6.0665,9.9982,180,2,"Parcel_1_PD2_to_R2:-21.98:0.32:0.00|Human(Clone):-21.97:-0.01:-5.39",0.0371,0.0557,0.0153,0.0190,0.0379,-0.0317,0.0501,0.0644,2.3758,3.0489,-25.0602,-12.5692,23.0187,2.7123,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.355|H2:-4.200:0.000:-12.855|H3:-22.000:0.000:-5.355|H4:4.200:0.000:12.855|H5:8.400:0.000:9.355","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.452|F2:20.000:0.000:-6.952","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.355","0.000:0.000:0.800","-4.200:0.000:-12.855","0.000:0.000:0.800","-22.000:0.000:-5.355","0.000:0.000:0.800","4.200:0.000:12.855","0.000:0.000:-0.800","8.400:0.000:9.355","0.000:0.000:-0.800","0.000:0.000:-12.452","0.000:0.000:1.300","20.000:0.000:-6.952","0.000:0.000:1.300",99.984,"Nominal",0.000,1,"NavigateToSource:Forward"
0.9116,8,8,9,6.0626,9.9879,6.1166,10.0000,180,2,"Parcel_1_PD2_to_R2:-21.97:0.37:0.01|Human(Clone):-21.98:-0.02:-5.32",-0.0189,0.0219,0.0869,-0.0052,0.0533,-0.0242,0.0058,-0.0492,0.2886,-2.4415,-24.9979,-12.4468,15.9551,-1.0765,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.273|H2:-4.200:0.000:-12.773|H3:-22.000:0.000:-5.273|H4:4.200:0.000:12.773|H5:8.400:0.000:9.273","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.319|F2:20.000:0.000:-6.819","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.273","0.000:0.000:0.800","-4.200:0.000:-12.773","0.000:0.000:0.800","-22.000:0.000:-5.273","0.000:0.000:0.800","4.200:0.000:12.773","0.000:0.000:-0.800","8.400:0.000:9.273","0.000:0.000:-0.800","0.000:0.000:-12.319","0.000:0.000:1.300","20.000:0.000:-6.819","0.000:0.000:1.300",99.982,"Nominal",0.000,1,"NavigateToSource:Forward"
1.0128,8,8,10,6.0542,9.9799,6.1364,10.0000,180,2,"Parcel_1_PD2_to_R2:-21.98:0.33:-0.03|Human(Clone):-21.99:-0.04:-5.24",0.0792,-0.0694,0.0872,-0.0357,0.0614,0.0080,0.1215,-0.0129,5.3882,-0.5712,-24.9535,-12.3232,11.1786,2.4085,False,False,"Parcel_1","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.192|H2:-4.200:0.000:-12.692|H3:-22.000:0.000:-5.192|H4:4.200:0.000:12.692|H5:8.400:0.000:9.192","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-12.188|F2:20.000:0.000:-6.688","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.192","0.000:0.000:0.800","-4.200:0.000:-12.692","0.000:0.000:0.800","-22.000:0.000:-5.192","0.000:0.000:0.800","4.200:0.000:12.692","0.000:0.000:-0.800","8.400:0.000:9.192","0.000:0.000:-0.800","0.000:0.000:-12.188","0.000:0.000:1.300","20.000:0.000:-6.688","0.000:0.000:1.300",99.980,"Nominal",0.000,1,"NavigateToSource:Forward"
