timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
0.1003,9,9,1,-23.9883,0.0500,-14.0028,8.7946,2.5000,361.5842,8.4000,0.0000,-13.5000,32.3923,7,"","","-8.400:0.000:-9.922|-4.200:0.000:-13.422|-22.000:0.000:-5.922|4.200:0.000:13.422|8.400:0.000:9.922","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-13.373|20.000:0.000:-7.873","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.2022,9,9,2,-23.8719,0.0500,-14.0303,17.9678,1.2833,85.5201,8.4000,0.0000,-13.5000,32.2763,7,"","","-8.400:0.000:-9.840|-4.200:0.000:-13.340|-22.000:0.000:-5.840|4.200:0.000:13.340|8.400:0.000:9.840","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-13.240|20.000:0.000:-7.740","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.3037,9,9,3,-23.7238,0.0500,-14.0654,27.1011,1.5526,93.1546,8.4000,0.0000,-13.5000,32.1288,7,"","","-8.400:0.000:-9.759|-4.200:0.000:-13.259|-22.000:0.000:-5.759|4.200:0.000:13.259|8.400:0.000:9.759","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-13.109|20.000:0.000:-7.609","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.4043,9,9,4,-23.5770,0.0500,-14.1002,36.1535,1.4979,89.8745,8.4000,0.0000,-13.5000,31.9826,7,"","","-8.400:0.000:-9.679|-4.200:0.000:-13.179|-22.000:0.000:-5.679|4.200:0.000:13.179|8.400:0.000:9.679","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.978|20.000:0.000:-7.478","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.5059,9,9,5,-23.4286,0.0500,-14.1353,45.2994,1.5674,94.0455,8.4000,0.0000,-13.5000,31.8350,7,"","","-8.400:0.000:-9.597|-4.200:0.000:-13.097|-22.000:0.000:-5.597|4.200:0.000:13.097|8.400:0.000:9.597","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.846|20.000:0.000:-7.346","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.6064,9,9,6,-23.2820,0.0500,-14.1701,54.3403,1.5735,94.4117,8.4000,0.0000,-13.5000,31.6891,7,"","","-8.400:0.000:-9.517|-4.200:0.000:-13.017|-22.000:0.000:-5.517|4.200:0.000:13.017|8.400:0.000:9.517","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.715|20.000:0.000:-7.215","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.7089,9,9,7,-23.1324,0.0500,-14.2055,63.5668,1.6272,97.6355,8.4000,0.0000,-13.5000,31.5403,7,"","","-8.400:0.000:-9.435|-4.200:0.000:-12.935|-22.000:0.000:-5.435|4.200:0.000:12.935|8.400:0.000:9.435","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.582|20.000:0.000:-7.082","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.8107,9,9,8,-22.9838,0.0500,-14.2407,72.3578,1.4602,79.1375,8.4000,0.0000,-13.5000,31.3926,7,"","","-8.400:0.000:-9.354|-4.200:0.000:-12.854|-22.000:0.000:-5.354|4.200:0.000:12.854|8.400:0.000:9.354","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.449|20.000:0.000:-6.949","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
0.9111,9,9,9,-22.8372,0.0500,-14.2754,79.2541,1.5548,65.6197,8.4000,0.0000,-13.5000,31.2468,7,"","","-8.400:0.000:-9.273|-4.200:0.000:-12.773|-22.000:0.000:-5.273|4.200:0.000:12.773|8.400:0.000:9.273","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.319|20.000:0.000:-6.819","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
1.0155,9,9,10,-22.6848,0.0500,-14.3115,84.8006,1.3735,45.1443,8.4000,0.0000,-13.5000,31.0954,7,"","","-8.400:0.000:-9.190|-4.200:0.000:-12.690|-22.000:0.000:-5.190|4.200:0.000:12.690|8.400:0.000:9.190","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.183|20.000:0.000:-6.683","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
1.1163,9,9,11,-22.5377,0.0500,-14.3463,88.9376,1.5545,39.6939,8.4000,0.0000,-13.5000,30.9493,7,"","","-8.400:0.000:-9.109|-4.200:0.000:-12.609|-22.000:0.000:-5.109|4.200:0.000:12.609|8.400:0.000:9.109","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-12.052|20.000:0.000:-6.552","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
1.2179,9,9,12,-22.3893,0.0500,-14.3815,92.1763,1.4068,27.9606,8.4000,0.0000,-13.5000,30.8020,7,"","","-8.400:0.000:-9.028|-4.200:0.000:-12.528|-22.000:0.000:-5.028|4.200:0.000:12.528|8.400:0.000:9.028","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-11.920|20.000:0.000:-6.420","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
1.3189,9,9,13,-22.2420,0.0500,-14.4164,94.6697,1.5637,24.1921,8.4000,0.0000,-13.5000,30.6558,7,"","","-8.400:0.000:-8.947|-4.200:0.000:-12.447|-22.000:0.000:-4.947|4.200:0.000:12.447|8.400:0.000:8.947","0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:0.800|0.000:0.000:-0.800|0.000:0.000:-0.800","0.000:0.000:-11.789|20.000:0.000:-6.289","0.000:0.000:1.300|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,SensorDegradation
