timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
0.1085,13,1,1,-0.0126,0.0500,-0.0009,350.8839,2.5000,-369.2995,-24.0000,0.0000,-15.0000,28.2908,7,"","","10.500:0.000:13.500|-4.200:0.000:-13.419|-23.965:0.000:14.927|4.200:0.000:13.419|8.400:0.000:9.919","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-7.868","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.2124,13,1,2,-0.1264,0.0500,-0.0093,341.5301,0.0000,0.0000,-24.0000,0.0000,-15.0000,28.1899,7,"","","10.500:0.000:13.500|-4.200:0.000:-13.336|-23.930:0.000:14.852|4.200:0.000:13.336|8.400:0.000:9.836","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-7.733","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.3135,13,1,3,-0.2777,0.0500,-0.0204,332.4306,1.5769,-94.6167,-24.0000,0.0000,-15.0000,28.0560,7,"","","10.500:0.000:13.500|-4.200:0.000:-13.255|-23.895:0.000:14.779|4.200:0.000:13.255|8.400:0.000:9.755","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-7.602","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.4165,13,1,4,-0.4317,0.0500,-0.0317,323.1620,1.4685,-88.1119,-24.0000,0.0000,-15.0000,27.9198,7,"","","10.500:0.000:13.500|-4.200:0.000:-13.173|-23.860:0.000:14.704|4.200:0.000:13.173|8.400:0.000:9.673","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-7.468","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.5189,13,1,5,-0.5850,0.0500,-0.0430,313.9407,1.5051,-90.3061,-24.0000,0.0000,-15.0000,27.7844,7,"","","10.500:0.000:13.500|-4.200:0.000:-13.091|-23.825:0.000:14.630|4.200:0.000:13.091|8.400:0.000:9.591","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-7.335","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.6216,13,1,6,-0.7385,0.0500,-0.0543,304.7051,1.5499,-92.9963,-24.0000,0.0000,-15.0000,27.6491,7,"","","10.500:0.000:13.500|-4.200:0.000:-13.008|-23.790:0.000:14.556|4.200:0.000:13.008|8.400:0.000:9.508","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-7.201","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.7267,13,1,7,-0.8958,0.0500,-0.0659,295.7546,1.6812,-88.6383,-24.0000,0.0000,-15.0000,27.5106,7,"","","10.500:0.000:13.500|-4.200:0.000:-12.924|-23.754:0.000:14.480|4.200:0.000:12.924|8.400:0.000:9.424","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-7.065","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.8300,13,1,8,-1.0503,0.0500,-0.0772,288.8752,1.2373,-51.0208,-24.0000,0.0000,-15.0000,27.3748,7,"","","10.500:0.000:13.500|-4.200:0.000:-12.842|-23.718:0.000:14.405|4.200:0.000:12.842|8.400:0.000:9.342","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-6.930","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
0.9372,13,1,9,-1.2107,0.0500,-0.0890,283.3998,1.9812,-63.5269,-24.0000,0.0000,-15.0000,27.2341,7,"","","10.500:0.000:13.500|-4.200:0.000:-12.756|-23.682:0.000:14.328|4.200:0.000:12.756|8.400:0.000:9.256","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-6.791","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
1.0391,13,1,10,-1.3631,0.0500,-0.1002,279.4092,1.6361,-40.4236,-24.0000,0.0000,-15.0000,27.1004,7,"","","10.500:0.000:13.500|-4.200:0.000:-12.674|-23.647:0.000:14.254|4.200:0.000:12.674|8.400:0.000:9.174","0.000:0.000:0.000|0.000:0.000:0.800|0.342:0.000:-0.723|0.000:0.000:-0.800|0.000:0.000:-0.800","-10.500:0.000:13.500|20.000:0.000:-6.658","0.000:0.000:0.000|0.000:0.000:1.300",False,False,Moving,60.00,40.00,3.00,DigitalTwin
