timestamp,episode_id,scenario_code,phase,detail
0.000,21,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.598,21,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.065,21,T3,ScanBarcode,"Reading parcel barcode and checking the category rack for an empty slot."
2.367,21,T3,Pick,"Barcode ATD-T3-001 verified: Apparel -> Rack_5_3-S01. Pick action started."
3.842,21,T3,VerifyGrasp,"Verifying parcel grasp."
4.339,21,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.524,21,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
7.562,21,T3,DISPATCHED,"Operational order released after verified AMR pickup"
7.562,21,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
15.573,21,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
0.000,38,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.549,38,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.002,38,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.303,38,T3,Pick,"Barcode ATD-T3-001 verified: Apparel -> D2-Apparel. Pick action started."
5.338,38,T3,VerifyGrasp,"Verifying parcel grasp."
5.788,38,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
8.586,38,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
8.597,38,T3,DISPATCHED,"Operational order released after verified AMR pickup"
8.597,38,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
16.598,38,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
57.491,38,T3,Place,"At D2-Apparel; placing parcel."
60.129,38,T3,VerifyRelease,"Verifying parcel release."
60.583,38,T3,Complete,"Mission complete: all parcels have been picked, verified, placed, and released."
60.583,38,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. Complete"
0.000,130,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.573,130,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.040,130,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.340,130,T3,Pick,"Barcode EP0130-P01|DEST:D2-Apparel|TASK:T3-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.699,130,T3,VerifyGrasp,"Verifying parcel grasp."
6.166,130,T3,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.059,130,T3,NavigateToDestination,"Load secured: transporting to D2-Apparel."
9.079,130,T3,DISPATCHED,"Operational order released after verified AMR pickup"
9.079,130,T3,ACTIVE,"Wrapped load exposure: increased LiDAR measurement variance"
17.109,130,T3,RECOVERED,"LiDAR exposure ended; nominal sensor profile restored"
45.132,130,T3,EXPOSURE_RECORDED,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,134,T3,EPISODE_SETUP,"Seed=1714; orders=1; Module1 conventional baseline"
1.570,134,T3,AlignAtSource,"Aligned at P1; preparing pick."
2.022,134,T3,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
